name,link
"6.1折廣告6.21限時下訂買一送一 BLEU香水 藍色香水 蔚藍香精 男性淡香水100ml  EDT EDP持久留香男禮物木質香2 件 5折$2,450$1,489已售出 37嘉義市西區找相似",https://shopee.tw//6.21限時下訂買一送一-BLEU香水-藍色香水-蔚藍香精-男性淡香水100ml-EDT-EDP持久留香男禮物木質香-i.97576085.21310058821?sp_atk=446c711b-4906-4a08-9973-3d9ef4d1c0e8&xptdk=446c711b-4906-4a08-9973-3d9ef4d1c0e8
8折廣告【買一送三】經典 同名 女士香水 經典 黃絲帶 女香 香水 淡香水 75ML滿額折$50滿額贈$499$399桃園市桃園區找相似,https://shopee.tw//【買一送三】經典-同名-女士香水-經典-黃絲帶-女香-香水-淡香水-75ML-i.499567533.10496740412?sp_atk=8e0e4289-fff4-4558-9478-94357afe5559&xptdk=8e0e4289-fff4-4558-9478-94357afe5559
"5.2折廣告6.21限定下 買一送一 COCO小姐香水系列 N°5 清新晨露 典藏香 馥郁摩登 女士 不正包退 支持驗貨附帶專櫃提袋2 件 5折$1,488 - $1,688已售出 75嘉義市西區找相似",https://shopee.tw//6.21限定下-買一送一-COCO小姐香水系列-N°5-清新晨露-典藏香-馥郁摩登-女士-不正包退-支持驗貨附帶專櫃提袋-i.97576085.21503615192?sp_atk=bc5ff438-627a-44c6-b9e6-97c0ab3c490d&xptdk=bc5ff438-627a-44c6-b9e6-97c0ab3c490d
"3.7折廣告6.21下單 買一送一 Dior香水 真我純香心悅 真我宣言 迪奧香水 Jadore In Joy 50/100ml2 件 5折$1,080 - $1,680已售出 62嘉義市西區找相似",https://shopee.tw//6.21下單-買一送一-Dior香水-真我純香心悅-真我宣言-迪奧香水-Jadore-In-Joy-50-100ml-i.97576085.20503822602?sp_atk=8c69f41b-a2ce-4909-bd76-bb34552accec&xptdk=8c69f41b-a2ce-4909-bd76-bb34552accec
"4.8折廣告6.21限定下單 買一送一By'redo 百'瑞'德無人之境/返樸歸真 淡香精 香水 熱銷經典款 不正包退2 件 5折$3,299$1,588已售出 33嘉義市西區找相似",https://shopee.tw//6.21限定下單-買一送一By'redo-百'瑞'德無人之境-返樸歸真-淡香精-香水-熱銷經典款-不正包退-i.97576085.21308092001?sp_atk=d8ca8af0-ad3f-43ea-8cc5-2df558c8d0a0&xptdk=d8ca8af0-ad3f-43ea-8cc5-2df558c8d0a0
"蝦皮優選8折【Salvatore Ferragamo】菲拉格慕 女性淡香水/淡香精100ml 典雅伊人 芭蕾女伶 花漾伊人 伊人黎貝滿額折$20$848 - $1,160已售出 28臺北市信義區找相似",https://shopee.tw//【Salvatore-Ferragamo】菲拉格慕-女性淡香水-淡香精100ml-典雅伊人-芭蕾女伶-花漾伊人-伊人黎貝-i.353375151.10149075119?sp_atk=afead793-9e1e-4a36-b5ee-81ea5fa91296&xptdk=afead793-9e1e-4a36-b5ee-81ea5fa91296
愛妮❤️Salvatore Ferragamo Incanto Charms 甜心魔力 女香水100ml/ TESTER$450已售出 173高雄市路竹區找相似,https://shopee.tw//愛妮❤️Salvatore-Ferragamo-Incanto-Charms-甜心魔力-女香水100ml-TESTER-i.48341460.6850329274?sp_atk=184352e5-3cfe-4750-8593-e3cf2236e7d6&xptdk=184352e5-3cfe-4750-8593-e3cf2236e7d6
Salvatore Ferragamo 費洛加蒙 芭蕾女伶 女性淡香精 50ml 霧面限定版$800臺中市霧峰區找相似,https://shopee.tw//Salvatore-Ferragamo-費洛加蒙-芭蕾女伶-女性淡香精-50ml-霧面限定版-i.2305323.17651933742?sp_atk=962ffe66-effd-4c16-b6da-be943193ca65&xptdk=962ffe66-effd-4c16-b6da-be943193ca65
"4.8折Salvatore Ferragamo 費洛加蒙 情愫 女性淡香精 50ml〔 10點半香水美妝 〕$3,200$1,550已售出 2臺中市西區找相似",https://shopee.tw//Salvatore-Ferragamo-費洛加蒙-情愫-女性淡香精-50ml〔-10點半香水美妝-〕-i.54574900.13582114793?sp_atk=6342e3c3-00e2-4858-a519-2eec77b5d2c5&xptdk=6342e3c3-00e2-4858-a519-2eec77b5d2c5
"3.8折Salvatore Ferragamo 費洛加蒙 芭蕾女伶 女性淡香精 30ml〔10點半香水美妝 〕$2,350$899已售出 49臺中市西區找相似",https://shopee.tw//Salvatore-Ferragamo-費洛加蒙-芭蕾女伶-女性淡香精-30ml〔10點半香水美妝-〕-i.54574900.2048149604?sp_atk=ed187ab5-2b9f-452e-b563-b4469d15394b&xptdk=ed187ab5-2b9f-452e-b563-b4469d15394b
