title,link,note,top_note,heart_note,base_note
"蝦皮優選8折【Salvatore Ferragamo】菲拉格慕 女性淡香水/淡香精100ml 典雅伊人 芭蕾女伶 花漾伊人 伊人黎貝滿額折$20$848 - $1,160已售出 28臺北市信義區找相似",https://shopee.tw//【Salvatore-Ferragamo】菲拉格慕-女性淡香水-淡香精100ml-典雅伊人-芭蕾女伶-花漾伊人-伊人黎貝-i.353375151.10149075119?sp_atk=afead793-9e1e-4a36-b5ee-81ea5fa91296&xptdk=afead793-9e1e-4a36-b5ee-81ea5fa91296,香調:花香木質調,前調:柑橘、紅梨、粉紅胡椒,中調:大溪地梔子花、依蘭、橙花,後味:白麝香、檀香木
愛妮❤️Salvatore Ferragamo Incanto Charms 甜心魔力 女香水100ml/ TESTER$450已售出 173高雄市路竹區找相似,https://shopee.tw//愛妮❤️Salvatore-Ferragamo-Incanto-Charms-甜心魔力-女香水100ml-TESTER-i.48341460.6850329274?sp_atk=184352e5-3cfe-4750-8593-e3cf2236e7d6&xptdk=184352e5-3cfe-4750-8593-e3cf2236e7d6,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌SalvatoreFerragamo菲拉格慕性別女性質地噴霧商品數量812出貨地高雄市路竹區商品詳情前味:百香果、忍冬,中味:茉莉花瓣、土耳其玫瑰,後味:白麝香、阿米香樹木
Salvatore Ferragamo 費洛加蒙 芭蕾女伶 女性淡香精 50ml 霧面限定版$800臺中市霧峰區找相似,https://shopee.tw//Salvatore-Ferragamo-費洛加蒙-芭蕾女伶-女性淡香精-50ml-霧面限定版-i.2305323.17651933742?sp_atk=962ffe66-effd-4c16-b6da-be943193ca65&xptdk=962ffe66-effd-4c16-b6da-be943193ca65,,前味:黑醋栗、粉紅胡椒,中味:新鮮茉莉、玫瑰、牡丹花,後味:廣藿香、義式奶酪、麝香
"4.8折Salvatore Ferragamo 費洛加蒙 情愫 女性淡香精 50ml〔 10點半香水美妝 〕$3,200$1,550已售出 2臺中市西區找相似",https://shopee.tw//Salvatore-Ferragamo-費洛加蒙-情愫-女性淡香精-50ml〔-10點半香水美妝-〕-i.54574900.13582114793?sp_atk=6342e3c3-00e2-4858-a519-2eec77b5d2c5&xptdk=6342e3c3-00e2-4858-a519-2eec77b5d2c5,香調:木質花香調,前調:佛手柑、白桃、鳶尾花,中調:牡丹、香水草、保加利亞玫瑰,後調:麂皮、廣藿香、白麝香
Salvatore Ferragamo 女性淡香水10ml 魔力甜心 閃耀光彩 蝶憶綻放 仲夏之夢$160已售出 3新北市五股區找相似,https://shopee.tw//Salvatore-Ferragamo-女性淡香水10ml-魔力甜心-閃耀光彩-蝶憶綻放-仲夏之夢-i.1670324.8398044104?sp_atk=dfa03117-2fc6-46e0-9688-479b8a00e469&xptdk=dfa03117-2fc6-46e0-9688-479b8a00e469,,前調:西柚花小蒼蘭,中調:樹莓玫瑰黃蘭,後調:開司米木麝香
獨家販售 Salvatore Ferragamo La Corte 托斯卡納傑作高訂系列 名門苑$120 - $500已售出 3臺北市中正區找相似,https://shopee.tw//獨家販售-Salvatore-Ferragamo-La-Corte-托斯卡納傑作高訂系列-名門苑-i.554035218.12133856276?sp_atk=15d661f2-172a-4c29-8458-368480a5fadb&xptdk=15d661f2-172a-4c29-8458-368480a5fadb,商品規格分類蝦皮購物美妝保養香水、香氛品牌SalvatoreFerragamo菲拉格慕質地噴霧商品數量12出貨地臺北市中正區商品詳情香調:花香調,前調:茉莉杏仁小蒼蘭百合,中調:茉莉百合,後調:琥珀開司米木香草
Salvatore Ferragamo UOMO Signature 峰度男性淡香精  試香$40 - $100已售出 11桃園市龜山區找相似,https://shopee.tw//Salvatore-Ferragamo-UOMO-Signature-峰度男性淡香精-試香-i.5558081.3752664488?sp_atk=e5586d99-e0b9-4bc7-8329-b604bace6675&xptdk=e5586d99-e0b9-4bc7-8329-b604bace6675,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精商品保存狀況二手品牌SalvatoreFerragamo菲拉格慕性別男性質地噴霧商品數量47出貨地桃園市龜山區商品詳情香調:東方調、皮革香調,前味:葡萄柚、柑桔精華、粉紅胡椒,中味:柏樹、荳蔻、肉桂,後味:黑香豆、咖啡、廣藿香、皮革
全新Salvatore Ferragamo晴空夢影 女性淡香水10ml$168高雄市三民區找相似,https://shopee.tw//全新Salvatore-Ferragamo晴空夢影-女性淡香水10ml-i.16349465.16828002359?sp_atk=c0302d35-5138-45e5-ad5e-6764b6238694&xptdk=c0302d35-5138-45e5-ad5e-6764b6238694,香調:果香調,前調:梨蘋果,中調:蓮花茉莉,後調:桃子麝香
蝦皮優選☆MOMO小屋☆ Salvatore Ferragamo Free Time 非凡之旅 男香 100ml TESTER$990已售出 15臺北市萬華區找相似,https://shopee.tw//☆MOMO小屋☆-Salvatore-Ferragamo-Free-Time-非凡之旅-男香-100ml-TESTER-i.2919063.5757596877?sp_atk=cb0becd0-006e-4023-ad68-03a3569f61a8&xptdk=cb0becd0-006e-4023-ad68-03a3569f61a8,香調:木質清新調,前味:紅椒、無花果、檸檬,中味:海風香調、薑、荳蔻,後味:香根草、麝香、雪松
【超激敗】Salvatore Ferragamo 繽紛奇境 女性淡香水 100ML Heaven$729臺北市大同區找相似,https://shopee.tw//【超激敗】Salvatore-Ferragamo-繽紛奇境-女性淡香水-100ML-Heaven-i.4884871.17706699125?sp_atk=eceebbef-83f7-4bb3-892e-2882900b4162&xptdk=eceebbef-83f7-4bb3-892e-2882900b4162,香調:花果清新調,前味:茜草料、葡萄柚、紅蘋果,中味:木槿花茶、杏仁果、紅牡丹花香精華,後味:麝香、鳶尾花、紫蘿蘭
