title,link,note,top_note,heart_note,base_note
"MONT BLANC LEGEND SPIRIT 萬寶龍 傳奇白朗峰 男性淡香水$698 - $1,188已售出 4找相似",https://shopee.tw//MONT-BLANC-LEGEND-SPIRIT-萬寶龍-傳奇白朗峰-男性淡香水-i.2761441.6620853450?sp_atk=3b985566-3530-4dcd-8c62-973d141c7de2&xptdk=3b985566-3530-4dcd-8c62-973d141c7de2,,前調:粉紅胡椒、佛手柑,中調:荳蔻、薰衣草,後調:橡苔、白麝香
現貨🔥Montblanc 萬寶龍探尋旅者男性淡香精 小鐵盒$399高雄市楠梓區找相似,https://shopee.tw//現貨🔥Montblanc-萬寶龍探尋旅者男性淡香精-小鐵盒-i.68997768.11528359635?sp_atk=516de323-a7ec-48c0-841b-9a8c97e013dd&xptdk=516de323-a7ec-48c0-841b-9a8c97e013dd,香調:木質調、皮革香調,前調:義大利柑橘、佛手柑,中調:海地箱根草,後調:帶有皮革與可可香的特製廣藿香
"蝦皮優選☆MOMO小屋☆ MONTBLANC EMBLEM LEAU 萬寶龍 海洋之心 女性淡香水 75ml TESTER$1,330已售出 4臺北市萬華區找相似",https://shopee.tw//☆MOMO小屋☆-MONTBLANC-EMBLEM-LEAU-萬寶龍-海洋之心-女性淡香水-75ml-TESTER-i.2919063.1079545200?sp_atk=fcabc82f-4421-4580-a216-b35ad064a381&xptdk=fcabc82f-4421-4580-a216-b35ad064a381,,前調:綠色柑橘、紫羅蘭葉、白桃、荔枝,中調:玫瑰花束、木蘭花,後調:雪松、安息香、麝香
MONT BLANC  傳奇經典男性淡香水4.5ml全新 現貨$190 - $240已售出 8高雄市鹽埕區找相似,https://shopee.tw//MONT-BLANC-傳奇經典男性淡香水4.5ml全新-現貨-i.412345.3079107?sp_atk=1c3bf41c-b8eb-43b3-b9a5-ed611bab2ec3&xptdk=1c3bf41c-b8eb-43b3-b9a5-ed611bab2ec3,,前味:佛手柑、薄荷、莞荽,中味:肉桂、天竺葵、薰衣草、茉莉,後味:檀香、香草、岩蘭草、橡苔
"《尋香小站 》MONTBLANC EMBLEM 萬寶龍 海洋之心 女性淡香水30/75ml 全新正品$980 - $1,480新北市三重區找相似",https://shopee.tw//《尋香小站-》MONTBLANC-EMBLEM-萬寶龍-海洋之心-女性淡香水30-75ml-全新正品-i.6261367.813310574?sp_atk=cbd5496b-d5dd-4151-9ed2-3466d4b6aebf&xptdk=cbd5496b-d5dd-4151-9ed2-3466d4b6aebf,,前調:綠色柑橘、紫羅蘭葉、白桃、荔枝,中調:玫瑰花束、木蘭花,後調:雪松、安息香、麝香
Montblanc 萬寶龍 Starwalker 星際旅者男性淡香水  75ML TESTER 有蓋頭 香水 公司貨$880已售出 43新北市中和區找相似,https://shopee.tw//Montblanc-萬寶龍-Starwalker-星際旅者男性淡香水-75ML-TESTER-有蓋頭-香水-公司貨-i.4182935.22332832?sp_atk=e13d6baf-5899-4b7e-8ed4-25d5817335a1&xptdk=e13d6baf-5899-4b7e-8ed4-25d5817335a1,香調:東方清新調,"前味:佛手柑,柑橘,青竹","中味:欖香脂,南薑,肉豆蔻","後味:雪松木,檀香木,白麝香,琥珀"
"廣告【專櫃+免運+發票】現貨 blue 蔚藍香水 男士香水  100ml 魅力男香 經典持久$1,100 - $1,500已售出 39桃園市大園區找相似",https://shopee.tw//【專櫃-免運-發票】現貨-blue-蔚藍香水-男士香水-100ml-魅力男香-經典持久-i.5263687.11789958561?sp_atk=8ed40efe-79f4-42c3-9aa0-36d6ea8878b2&xptdk=8ed40efe-79f4-42c3-9aa0-36d6ea8878b2,,前調:柑橘、香根草、肉豆蔻,中調:雪松、葡萄柚、勞丹脂,後調:乳香、生薑、檀香木
"◆NANA◆Mont blanc individuel 萬寶龍 絕代風華 女性淡香水 75ml TESTER$950 - $1,080已售出 1臺北市大同區找相似",https://shopee.tw//◆NANA◆Mont-blanc-individuel-萬寶龍-絕代風華-女性淡香水-75ml-TESTER-i.357737.4397632527?sp_atk=b858b3cf-3b92-4e58-ad7e-04c7f0160606&xptdk=b858b3cf-3b92-4e58-ad7e-04c7f0160606,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌MONTBLANC萬寶龍性別女性香水濃度EDT、淡香水質地噴霧商品數量19出貨地臺北市大同區商品詳情香調:東方花香調,前調:粉紅月桂樹、紅醋栗,中調:玫瑰、蓮花、仙楂果,後調:琥珀、香草、麝香
MONT BLANC  傳奇經典男性淡香水4.5ml全新 現貨$190 - $240已售出 8高雄市鹽埕區找相似,https://shopee.tw//MONT-BLANC-傳奇經典男性淡香水4.5ml全新-現貨-i.412345.3079107?sp_atk=368af5b6-c6e9-4184-b7a2-8955ba53432e&xptdk=368af5b6-c6e9-4184-b7a2-8955ba53432e,,前味:佛手柑、薄荷、莞荽,中味:肉桂、天竺葵、薰衣草、茉莉,後味:檀香、香草、岩蘭草、橡苔
MONTBLANC 萬寶龍 星際旅者男性淡香水 75ml【娜娜OUTLET】Starwalker 情人節禮物 送禮 禮物$999已售出 1臺中市大里區找相似,https://shopee.tw//MONTBLANC-萬寶龍-星際旅者男性淡香水-75ml【娜娜OUTLET】Starwalker-情人節禮物-送禮-禮物-i.10797580.4468213395?sp_atk=267e86b9-533e-4a7e-b958-d1e26f8672d8&xptdk=267e86b9-533e-4a7e-b958-d1e26f8672d8,,前調:粉紅胡椒、茴香、薑,中調:檀香、雪松,後調:麝香、琥珀
