title,link,search_term
"5.3折廣告❁買一送一❁ Le⭐Lab 實驗⭐室香水同款 31玫瑰 29紅茶 33檀香木 佛手柑 紅茶 10東京 淡香水100ml2 件 5折$3,189$1,680已售出 94臺北市松山區找相似",https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/❁買一送一❁-Le⭐Lab-實驗⭐室香水同款-31玫瑰-29紅茶-33檀香木-佛手柑-紅茶-10東京-淡香水100ml-i.97576140.19507127841?sp_atk=fab257c1-21f5-47f5-9e3d-837861be24c3&xptdk=fab257c1-21f5-47f5-9e3d-837861be24c3,Gres
"4折廣告❁買一送一❁JM馬-龍香水五件套 藍風鈴/英國梨/女生香水禮盒附帶專櫃提袋30ml/100ml 附帶專櫃提袋，不正包退2 件 5折$998 - $2,168已售出 96臺北市松山區找相似",https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/❁買一送一❁JM馬-龍香水五件套-藍風鈴-英國梨-女生香水禮盒附帶專櫃提袋30ml-100ml-附帶專櫃提袋，不正包退-i.97576140.21709208571?sp_atk=44634191-bf6a-4226-94cc-09e9652df25e&xptdk=44634191-bf6a-4226-94cc-09e9652df25e,Gres
"6.5折廣告🌟今日下單🌟買一送一 COCO小姐香水系列 N°5 清新晨露 典藏香 馥郁摩登 女士 不正包退 支持驗貨附帶專櫃提袋滿額折$150$1,372 - $2,593已售出 29雲林縣虎尾鎮找相似",https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/🌟今日下單🌟買一送一-COCO小姐香水系列-N°5-清新晨露-典藏香-馥郁摩登-女士-不正包退-支持驗貨附帶專櫃提袋-i.22760576.19825788004?sp_atk=a544cb3b-14f5-4da9-b86b-34aa1d4ad2ba&xptdk=a544cb3b-14f5-4da9-b86b-34aa1d4ad2ba,Gres
"6.9折廣告🌟今日下單🌟 買一送一 蔚藍香水 香奈♥兒香水 現貨開箱錄影 BLEU香水 藍色香水 蔚藍香精 男性淡香水100ml滿額折$150$1,314 - $2,843已售出 26雲林縣虎尾鎮找相似",https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/🌟今日下單🌟-買一送一-蔚藍香水-香奈♥兒香水-現貨開箱錄影-BLEU香水-藍色香水-蔚藍香精-男性淡香水100ml-i.22760576.18425787613?sp_atk=0c75ff6c-a8fc-40c4-81f6-89f9712258d1&xptdk=0c75ff6c-a8fc-40c4-81f6-89f9712258d1,Gres
"5.8折廣告💋買一送一💋Bvlg❁ari 寶格❁麗 香水 大吉嶺茶 原版+夜幽+極致 女士香水 中性淡香水 男士淡香水2 件 5折$2,880$1,680已售出 53新北市石門區找相似",https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/💋買一送一💋Bvlg❁ari-寶格❁麗-香水-大吉嶺茶-原版-夜幽-極致-女士香水-中性淡香水-男士淡香水-i.97578126.10396369053?sp_atk=6a0a2165-b82b-4b47-92ac-8cc40c10960a&xptdk=6a0a2165-b82b-4b47-92ac-8cc40c10960a,Gres
HUAHUA香水美妝 Gres Cabotine 清秀佳人 女性 淡香水 100ml【全新正品】$439已售出 722臺北市中山區找相似,https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/HUAHUA香水美妝-Gres-Cabotine-清秀佳人-女性-淡香水-100ml【全新正品】-i.935762.49126915?sp_atk=55f88862-cfc6-436b-99ac-947cc917f292&xptdk=55f88862-cfc6-436b-99ac-947cc917f292,Gres
Gres Cabotine 清秀佳人 女性淡香水 100ML/30ML$249 - $410已售出 378臺北市大同區找相似,https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/Gres-Cabotine-清秀佳人-女性淡香水-100ML-30ML-i.357737.50847002?sp_atk=2133f864-45e1-4a6f-b508-9e853cacaebb&xptdk=2133f864-45e1-4a6f-b508-9e853cacaebb,Gres
沒有名字的香水店? Gres Cabotine 清秀佳人 女性淡香水 100ML TESTER$329已售出 112臺北市大同區找相似,https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/沒有名字的香水店-Gres-Cabotine-清秀佳人-女性淡香水-100ML-TESTER-i.74027495.1847441757?sp_atk=891f8ffd-914c-455e-8b40-12e19aebe40f&xptdk=891f8ffd-914c-455e-8b40-12e19aebe40f,Gres
蝦皮優選現貨！正品公司貨！Gres Cabotine 淡香水 100ml 活力佳人/瑰麗佳人/粉紅佳人/清秀佳人$499 - $680已售出 108臺中市北屯區找相似,https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/現貨！正品公司貨！Gres-Cabotine-淡香水-100ml-活力佳人-瑰麗佳人-粉紅佳人-清秀佳人-i.74996676.11023223122?sp_atk=bbc513fb-f36b-4fe1-9251-26cfcb1a55ac&xptdk=bbc513fb-f36b-4fe1-9251-26cfcb1a55ac,Gres
HUAHUA香水美妝 Gres Cabotine Rose 粉紅佳人 女性 淡香水(清秀佳人玫瑰限定版)【全新正品】$439已售出 390臺北市中山區找相似,https://shopee.tw/search?keyword=%E9%A6%99%E6%B0%B4/HUAHUA香水美妝-Gres-Cabotine-Rose-粉紅佳人-女性-淡香水(清秀佳人玫瑰限定版)【全新正品】-i.935762.49123606?sp_atk=facf689a-9abd-4e80-9f93-11a1c8756cba&xptdk=facf689a-9abd-4e80-9f93-11a1c8756cba,Gres
