title,link,note,top_note,heart_note,base_note
"廣告買一送一（正品免運）附提袋 Pour Homme Soir大吉嶺夜幽 極致 男士淡香水 男士香水 EDT滿額折$50$1,250 - $2,300已售出 34桃園市大園區找相似",https://shopee.tw//買一送一（正品免運）附提袋-Pour-Homme-Soir大吉嶺夜幽-極致-男士淡香水-男士香水-EDT-i.38534503.16642037566?sp_atk=8d55ea78-8411-416f-9101-ac0b3e95c36d&xptdk=8d55ea78-8411-416f-9101-ac0b3e95c36d,香調:木質馥奇香調,前味:大吉嶺茶、橙花油、佛手柑,中味:紫砂木、豆蔻,後味:植物琥珀、麝香
7.1折廣告La Rive Extreme Story 淡香水75ml$699$499已售出 131新北市新店區找相似,https://shopee.tw//La-Rive-Extreme-Story-淡香水75ml-i.5485615.5044938756?sp_atk=9f3022f2-c00b-4ee6-a593-b7f56699049d&xptdk=9f3022f2-c00b-4ee6-a593-b7f56699049d,,"前味:佛手柑,欖香脂","中味:薰衣草,小荳蔻,玫瑰,天竺葵,牡丹,紫羅蘭","後味:香根草,廣藿香,琥珀,皮革"
"廣告【專櫃+免運+發票】現貨 blue 蔚藍香水 男士香水  100ml 魅力男香 經典持久$1,100 - $1,500已售出 39桃園市大園區找相似",https://shopee.tw//【專櫃-免運-發票】現貨-blue-蔚藍香水-男士香水-100ml-魅力男香-經典持久-i.5263687.11789958561?sp_atk=7546d721-f3a0-48e9-b636-6ae0da93a0ba&xptdk=7546d721-f3a0-48e9-b636-6ae0da93a0ba,,前調:柑橘、香根草、肉豆蔻,中調:雪松、葡萄柚、勞丹脂,後調:乳香、生薑、檀香木
Bvlgari寶格麗 系列香水5ml 男香 女香  現貨 蝦皮直送$429已售出 433桃園市楊梅區找相似,https://shopee.tw//Bvlgari寶格麗-系列香水5ml-男香-女香-現貨-蝦皮直送-i.116304162.7668418557?sp_atk=0e7d31c3-7f32-49cb-81b1-c6cf97ec8f36&xptdk=0e7d31c3-7f32-49cb-81b1-c6cf97ec8f36,香調:香調:海洋清新調,前味:苦橙花、葡萄柚,中味:波喜蕩草、迷迭香、琥珀香,後味:白雪松木
"4.8折BVLGARI 寶格麗 Pour Homme 大吉嶺中性淡香水 100ML 現貨 廠商直送滿額折$300$3,875$1,850已售出 2桃園市楊梅區找相似",https://shopee.tw//BVLGARI-寶格麗-Pour-Homme-大吉嶺中性淡香水-100ML-現貨-廠商直送-i.116304162.18501492810?sp_atk=b5b2817a-ab71-4b76-9089-9bc0ab315e0b&xptdk=b5b2817a-ab71-4b76-9089-9bc0ab315e0b,香調:木質花香調,前調:摩洛哥橙花、義大利佛手柑、荷花、山谷百合、黑梅花,中調:土耳其豆蔻、椒花、玫瑰木、鳶尾花、巴拉圭木醇,後調:透明琥珀、麝香
"蝦皮優選☆YOYO小棧☆ BVLGARI Pour Homme 寶格麗 大吉嶺茶 中性淡香水 100ml$1,729已售出 4臺北市萬華區找相似",https://shopee.tw//☆YOYO小棧☆-BVLGARI-Pour-Homme-寶格麗-大吉嶺茶-中性淡香水-100ml-i.2921966.9833200754?sp_atk=1e2f7055-fb1c-4209-938d-ad7897972e53&xptdk=1e2f7055-fb1c-4209-938d-ad7897972e53,,前味:摩洛哥橙花、義大利佛手柑、荷花、山谷百合、黑梅花,中味:土耳其豆蔻、椒花、玫瑰木、鳶尾花、巴拉圭木醇,後味:透明琥珀、麝香
"BVLGARI 寶格麗  晶澈女性淡香水   Vivo薇朵$1,599已售出 26臺北市大安區找相似",https://shopee.tw//BVLGARI-寶格麗-晶澈女性淡香水-Vivo薇朵-i.22056733.673536011?sp_atk=3beab394-c1d6-4095-a71b-96593c3c6da6&xptdk=3beab394-c1d6-4095-a71b-96593c3c6da6,,前味:竹子、豐山水梨,中味:蓮花,後味:熱帶伐木
✰YENGEE✰BVLGARI Omnia Pink Sapphire 寶格麗 粉晶 女性淡香水 5ml / 15ml$320已售出 20臺北市大同區找相似,https://shopee.tw//✰YENGEE✰BVLGARI-Omnia-Pink-Sapphire-寶格麗-粉晶-女性淡香水-5ml-15ml-i.20782639.1676614968?sp_atk=dcbc0783-cbf5-483b-bf7e-15436d234ca6&xptdk=dcbc0783-cbf5-483b-bf7e-15436d234ca6,香調:柑橘花香調,前味:紅柚、粉紅胡椒,中味:緬梔、大溪地蒂亞雷花,後味:清新白木香、香草麝香
"4折Bvlgari 寶格麗 紫水晶 花舞輕盈女性淡香水 TESTER 65ml/瓶 有蓋 環保包裝 現貨 廠商直送滿額折$200$3,750$1,499已售出 10桃園市楊梅區找相似",https://shopee.tw//Bvlgari-寶格麗-紫水晶-花舞輕盈女性淡香水-TESTER-65ml-瓶-有蓋-環保包裝-現貨-廠商直送-i.116304162.8526528903?sp_atk=8ecdd9f9-3dc2-487b-9fbc-b54a1d9fc7de&xptdk=8ecdd9f9-3dc2-487b-9fbc-b54a1d9fc7de,商品特色:香調:木質花香調,前味:粉紅葡萄柚、綠葉汁液,中味:保加利亞玫瑰花蕾、鳶尾草,後味:太陽木、纈草
"廣告買一送一（正品免運）真我純香心悅 Jadore In Joy 女士淡香水 EDP淡香水 100ML滿額折$50$1,450 - $2,700已售出 44桃園市大園區找相似",https://shopee.tw//買一送一（正品免運）真我純香心悅-Jadore-In-Joy-女士淡香水-EDP淡香水-100ML-i.38534503.15271677846?sp_atk=cad0194e-8ac8-4b95-ba77-55d83a2278f9&xptdk=cad0194e-8ac8-4b95-ba77-55d83a2278f9,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDT、淡香水質地噴霧商品數量214出貨地桃園市大園區商品詳情香調:花香調,前調:柑橘橘子橙花油,中調:茉莉橙花依蘭晚香玉玫瑰,後調:木質香香草
