title,link,note,top_note,heart_note,base_note
BURBERRY Brit Rhythm 風格搖滾女性淡香水 90ml TESTER◆NANA◆$899已售出 27臺北市大同區找相似,https://shopee.tw//BURBERRY-Brit-Rhythm-風格搖滾女性淡香水-90ml-TESTER◆NANA◆-i.357737.880401539?sp_atk=dbe0720e-49fe-4094-a3a4-af620e8eeed7&xptdk=dbe0720e-49fe-4094-a3a4-af620e8eeed7,香調:木質花香調,前味:薰衣草、粉紅胡椒、橙花,中味:香橙花精華、鳶尾草、藍莓葉,後味:香根草、麝香、木質香
"廣告買一送一（正品免運）真我純香心悅 Jadore In Joy 女士淡香水 EDP淡香水 100ML滿額折$50$1,450 - $2,700已售出 44桃園市大園區找相似",https://shopee.tw//買一送一（正品免運）真我純香心悅-Jadore-In-Joy-女士淡香水-EDP淡香水-100ML-i.38534503.15271677846?sp_atk=5aeb3f12-7286-446e-a113-dbdb4b09ef50&xptdk=5aeb3f12-7286-446e-a113-dbdb4b09ef50,商品規格分類蝦皮購物美妝保養香水、香氛性別女性香水濃度EDT、淡香水質地噴霧商品數量214出貨地桃園市大園區商品詳情香調:花香調,前調:柑橘橘子橙花油,中調:茉莉橙花依蘭晚香玉玫瑰,後調:木質香香草
BURBERRY BRIT SHEER 巴寶莉粉紅風格女性淡香水Eau de Toilette$500臺中市西屯區找相似,https://shopee.tw//BURBERRY-BRIT-SHEER-巴寶莉粉紅風格女性淡香水Eau-de-Toilette-i.1974741.2877029642?sp_atk=06422695-2c81-4ebe-9b82-7ac6f6a5c4a9&xptdk=06422695-2c81-4ebe-9b82-7ac6f6a5c4a9,香調:清新花果香調,"前味:鳳梨葉,柚子,柑橘,葡萄,荔枝","中味:粉紅牡丹,桃花,梨子","後味:白木,白麝香"
"【超激敗】Burberry Mr. Burberry 男性淡香水 100ML$1,699臺北市大同區找相似",https://shopee.tw//【超激敗】Burberry-Mr.-Burberry-男性淡香水-100ML-i.4884871.98497937?sp_atk=27b4ce93-8539-4fae-87a7-dec156e2d633&xptdk=27b4ce93-8539-4fae-87a7-dec156e2d633,,前調:葡萄柚、香艾菊、白豆蔻,中調:樺木葉、肉豆蔻油、雪松,後調:香根草、癒創木、檀香木
小香水 💕💕 Burberry Brit Rhythm 風格/搖滾風格/金屬搖滾風格 男性淡香水 5ML$130 - $139已售出 11高雄市新興區找相似,https://shopee.tw//小香水-💕💕-Burberry-Brit-Rhythm-風格-搖滾風格-金屬搖滾風格-男性淡香水-5ML-i.190487112.4823812484?sp_atk=c72cebb2-3137-4bc4-8765-9c770f59da2d&xptdk=c72cebb2-3137-4bc4-8765-9c770f59da2d,香調:木質東方調,前味:野艾蒿、茴香種子、胡椒籽,中味:琥珀香、皮革、廣藿香,後味:零陵香木、黑香豆、麝香
"BURBERRY 倫敦(女)EDP 100ml 現貨 廠商直送滿額折$500$4,000已售出 2桃園市楊梅區找相似",https://shopee.tw//BURBERRY-倫敦(女)EDP-100ml-現貨-廠商直送-i.116304162.9313739254?sp_atk=4cf7c370-c123-49fb-8c91-0e3f31926491&xptdk=4cf7c370-c123-49fb-8c91-0e3f31926491,商品特色:香調:花香調,前味:克萊門氏小柑橘、英國薔薇、忍冬,中味:大溪地花朵、牡丹、茉莉,後味:檀香木、麝香、廣霍香
"香水💕💕 Burberry London 倫敦男性香水 50ml/100ml$750 - $1,030已售出 1高雄市新興區找相似",https://shopee.tw//香水💕💕-Burberry-London-倫敦男性香水-50ml-100ml-i.190487112.6625264846?sp_atk=32ed54b6-76db-4831-abd7-ec4371d2b828&xptdk=32ed54b6-76db-4831-abd7-ec4371d2b828,商品規格分類蝦皮購物美妝保養香水、香氛品牌BURBERRY博柏利性別男性香水濃度EDP、香水質地噴霧商品數量4出貨地高雄市新興區商品詳情香調:木質東方調,前味:佛手柑、薰衣草、黑胡椒、肉桂葉,中味:含羞草、皮革、紅葡萄酒,後味:菸草葉、零陵香木、橡木苔、甜沒藥樹脂
蝦皮優選Burberry 經典女性淡香精 5ML/10ML 噴式分享試管 花果清新調$100 - $220已售出 4新北市永和區找相似,https://shopee.tw//Burberry-經典女性淡香精-5ML-10ML-噴式分享試管-花果清新調-i.40382526.2700875081?sp_atk=bda72fef-7765-471c-98c9-a8947ad760b5&xptdk=bda72fef-7765-471c-98c9-a8947ad760b5,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BURBERRY博柏利性別女性質地噴霧商品數量27出貨地新北市永和區商品詳情香調:木質調、花果清新調,前味:黑醋栗、青蘋果,中味:雪松木、茉莉、青苔、檀香木,後味:麝香、香草
BURBERRY 博伯利 BODY 裸紗 女性淡香精 淡香精 淡香水 香氛 香水 小香  4.5ML  蝦老闆$209已售出 24新北市中和區找相似,https://shopee.tw//BURBERRY-博伯利-BODY-裸紗-女性淡香精-淡香精-淡香水-香氛-香水-小香-4.5ML-蝦老闆-i.4182935.1099146077?sp_atk=9734bdbc-c56d-47ab-b604-eca89d1e6e71&xptdk=9734bdbc-c56d-47ab-b604-eca89d1e6e71,香調:花果清新調,前味:檸檬、蘋果、苦艾酒,中味:檀香、玫瑰花、白茉莉,後味:麝香、琥珀、喀什米爾木質調
"岡山戀香水~BURBERRY BRIT 風格男性淡香水100ml~優惠價:1100元$1,100已售出 3高雄市岡山區找相似",https://shopee.tw//岡山戀香水~BURBERRY-BRIT-風格男性淡香水100ml~優惠價-1100元-i.7874151.53264517?sp_atk=7743c275-46e2-4994-a786-f1e1b64929cd&xptdk=7743c275-46e2-4994-a786-f1e1b64929cd,,前味:綠柑橘、佛手柑、薑、霜凍豆蔻,中味:野玫瑰、雪松、肉豆蔻,後味:東方木材、灰麝香、薰草豆
香水 💕💕 BURBERRY 博柏利 Weekend 週末男性淡香水 50ml / 100ml$999高雄市新興區找相似,https://shopee.tw//香水-💕💕-BURBERRY-博柏利-Weekend-週末男性淡香水-50ml-100ml-i.190487112.12224742576?sp_atk=ff33b21a-af5c-4315-931d-089a765406e0&xptdk=ff33b21a-af5c-4315-931d-089a765406e0,商品規格分類蝦皮購物美妝保養香水、香氛品牌BURBERRY博柏利性別男性香水濃度EDT、淡香水質地噴霧商品數量2出貨地高雄市新興區商品詳情香調:花果清新調,前味:西瓜.東方柑橘.葡萄柚.鳳梨.橘子.檸檬,中味:橡木苔.檀香.檀香木,後味:琥珀.蜂蜜.麝香
"BURBERRY Mr. BURBERRY Indigo 湛藍時光男性淡香水 30ml 50ml 100ml◆NANA◆$820 - $1,349臺北市大同區找相似",https://shopee.tw//BURBERRY-Mr.-BURBERRY-Indigo-湛藍時光男性淡香水-30ml-50ml-100ml◆NANA◆-i.357737.1369715134?sp_atk=dea699f0-0f32-4d02-9a10-a88bba138b37&xptdk=dea699f0-0f32-4d02-9a10-a88bba138b37,香調:草香清新調、東方清新調,前味:檸檬、黑醋栗、迷迭香,中味:紫羅蘭葉、漂流木、薄荷,後味:琥珀、白橡木、苔蘚、麝香
