title,link,note,top_note,heart_note,base_note
"❤️愛妮❤️Mercedes Benz 賓士 Star 王者之星 男性淡香水 100ml(有雷射標籤)全新盒裝封膜$1,090已售出 875高雄市路竹區找相似",https://shopee.tw//❤️愛妮❤️Mercedes-Benz-賓士-Star-王者之星-男性淡香水-100ml(有雷射標籤)全新盒裝封膜-i.48341460.791304716?sp_atk=78e7346a-0f8a-4638-be6f-55113d8e6656&xptdk=78e7346a-0f8a-4638-be6f-55113d8e6656,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Mercedes-Benz賓士性別男性香水濃度EDT、淡香水質地噴霧商品數量685出貨地高雄市路竹區商品詳情前味:梨子、黃梨子,中味:雪松葉、天竺葵,後味:花梨木、橡木苔
"【This is Eddie】Mercedes Benz 賓士原廠/德國製造~香氛系統 香水/香氛瓶/芳香劑$2,750 - $4,150已售出 1,144南投縣草屯鎮找相似",https://shopee.tw//【This-is-Eddie】Mercedes-Benz-賓士原廠-德國製造~香氛系統-香水-香氛瓶-芳香劑-i.18334267.3713146681?sp_atk=2730e178-dfab-47a8-8ee8-985fc89315c2&xptdk=2730e178-dfab-47a8-8ee8-985fc89315c2,,*前調:佛手柑、橙子、肉荳蔻、小荳蔻、黑醋栗、天然綠色,*中調:桂花、普洱茶、杏、茉莉,*後調:琥珀、安息香、馬黛茶、麝香、皮革
【超激敗】Mercedes Benz 賓士 王者之星 男性淡香水 TESTER 100ML$939已售出 142臺北市大同區找相似,https://shopee.tw//【超激敗】Mercedes-Benz-賓士-王者之星-男性淡香水-TESTER-100ML-i.4884871.1616604878?sp_atk=3c0a9281-938e-48bc-93da-060235af3e7c&xptdk=3c0a9281-938e-48bc-93da-060235af3e7c,香調:木質芳香調,前味:梨子、黃梨,中味:雪松葉、天竺葵,後味:花梨木、橡木苔全新
"蝦皮優選MERCEDES BENZ 賓士THE MOVE恆動之星男性淡香水60ml/100ml$990 - $1,280新北市林口區找相似",https://shopee.tw//MERCEDES-BENZ-賓士THE-MOVE恆動之星男性淡香水60ml-100ml-i.243811.11334744007?sp_atk=3768db8a-6eeb-4f75-bd62-16f987a240ac&xptdk=3768db8a-6eeb-4f75-bd62-16f987a240ac,,前味:葡萄柚、蘋果花、豆蔻,中味:鹽、海洋調、天竺葵,後味:零陵香豆、香脂冷杉
【Mercedes-Benz 賓士】爵色佳人女性淡香水 90ml(Tester 平輸正貨)多件優惠$999已售出 2新北市淡水區找相似,https://shopee.tw//【Mercedes-Benz-賓士】爵色佳人女性淡香水-90ml(Tester-平輸正貨)-i.21559291.11549559403?sp_atk=fdb24c7a-8860-4136-82b0-ebca36139a7d&xptdk=fdb24c7a-8860-4136-82b0-ebca36139a7d,,前味:橘子、黑加侖、梨葉,中味:梔子花、鈴蘭、茉莉,後味:鳶尾花、檀木、麝香
"🌈晨曦㊣香氛館💎【Mercedes Benz 賓士】ROSE 玫瑰情懷 女性淡香水 90ml✨🈶中文標籤✨試香瓶熱銷中滿額折$60$1,360 - $1,380新北市新莊區找相似",https://shopee.tw//🌈晨曦㊣香氛館💎【Mercedes-Benz-賓士】ROSE-玫瑰情懷-女性淡香水-90ml✨🈶中文標籤✨試香瓶熱銷中-i.32416120.10374212902?sp_atk=6b0228c1-2114-4b2e-9dee-bc4b9a23cc33&xptdk=6b0228c1-2114-4b2e-9dee-bc4b9a23cc33,🎯香調:清新花果香調,前調:黑醋栗、葡萄柚、玫瑰花香,中調:紫檀木、欖香、玉蘭花,後調:麝香、琥珀、雪松木
蝦皮優選☆MOMO小屋☆ Mercedes Benz 賓士 男性淡香水 7ML$199已售出 94臺北市萬華區找相似,https://shopee.tw//☆MOMO小屋☆-Mercedes-Benz-賓士-男性淡香水-7ML-i.2919063.27840014?sp_atk=ee6741ea-a357-4e50-a29d-9fa927b1c164&xptdk=ee6741ea-a357-4e50-a29d-9fa927b1c164,,前味:卡拉布裏亞佛手柑、小黃瓜、意大利橘子、檸檬、粹取紫羅蘭葉,中味:波旁胡椒、白松香、肉豆蔻、紫羅蘭,後味:美國雪松木、波旁香根草、廣藿香
"🔺現貨保證㊣貨 Mercedes Benz Woman 爵色佳人女性淡香水 90ml$1,500已售出 2嘉義市西區找相似",https://shopee.tw//🔺現貨保證㊣貨-Mercedes-Benz-Woman-爵色佳人女性淡香水-90ml-i.58472130.965990070?sp_atk=adb38408-3baf-492a-b790-26c1935262ed&xptdk=adb38408-3baf-492a-b790-26c1935262ed,香調:東方花香調,前味:橘子、黑加侖、梨葉,中味:梔子花、鈴蘭、茉莉,後味:鳶尾花、檀木、麝香
"🌸Mercedes-Benz 賓士🌸爵色佳人淡香水 保證正品 ❤️ 女生適用 💗 60ml、90ml ✨$1,200 - $1,680已售出 1新北市土城區找相似",https://shopee.tw//🌸Mercedes-Benz-賓士🌸爵色佳人淡香水-保證正品-❤️-女生適用-💗-60ml、90ml-✨-i.78846274.1593589260?sp_atk=e2ba330a-68b4-4da6-9ef1-9f099d6c1881&xptdk=e2ba330a-68b4-4da6-9ef1-9f099d6c1881,,前味:柑橘、黑加侖、梨葉,中味:梔子花、鈴蘭、茉莉,後味:鳶尾花、檀木、麝香
9.6折全新香水🔮Mercedes Benz 賓士 Man 王者之星男性淡香水 20ml/仲夏之水/天峰藍調/銀霧冰泉/帝耀非凡$490$470苗栗縣竹南鎮找相似,https://shopee.tw//全新香水🔮Mercedes-Benz-賓士-Man-王者之星男性淡香水-20ml-仲夏之水-天峰藍調-銀霧冰泉-帝耀非凡-i.14183656.15221148962?sp_atk=5cb7802f-d94f-4e93-817d-9157a3396af2&xptdk=5cb7802f-d94f-4e93-817d-9157a3396af2,香調:木質調,前調:梨子、黃梨,中調:雪松葉、天竺葵,後調:花梨木、橡木苔
