title,link,search_term,note,top_note,heart_note,base_note
"【產品名稱】AMOUAGE 愛慕 LOVE MIMOSA 黃金羽女性淡香精 100ML$5,500桃園市平鎮區找相似",https://shopee.tw/【產品名稱】AMOUAGE-愛慕-LOVE-MIMOSA-黃金羽女性淡香精-100ML-i.3654249.16221555765?sp_atk=534d87f8-2c6b-430f-8b31-f9d479213a1c&xptdk=534d87f8-2c6b-430f-8b31-f9d479213a1c,AMOUAGE,商品規格分類蝦皮購物美妝保養香水、香氛品牌AMOUAGE性別女性質地噴霧保存期限2026/8商品尺寸15×15cm商品數量1出貨地桃園市平鎮區商品詳情香調:東方花香調,前調:紫羅蘭葉海風鳶尾根,中調:含羞草梨,後調:依蘭降龍涎香醚天芥菜
Amouage Meander 愛慕 蜿蜒之原加價購$130 - $600已售出 5臺北市中正區找相似,https://shopee.tw/Amouage-Meander-愛慕-蜿蜒之原-i.554035218.13635545249?sp_atk=c8670ef9-6b9c-4629-b6fe-c3ec65955d72&xptdk=c8670ef9-6b9c-4629-b6fe-c3ec65955d72,AMOUAGE,商品規格分類蝦皮購物美妝保養香水、香氛品牌AMOUAGE質地噴霧商品數量18出貨地臺北市中正區商品詳情香調:馥奇香調,前調:乳香胡蘿蔔籽粉紅胡椒黑胡椒,中調:鳶尾花莎草水仙花玫瑰,後調:檀香木乳香香根草
7.6折愛慕  史詩  女香  Amouage Epic Woman$89 - $213已售出 43新北市五股區找相似,https://shopee.tw/愛慕-史詩-女香-Amouage-Epic-Woman-i.379446124.10631736984?sp_atk=b36cb0fe-2b55-4979-8e81-3aede1ad1a9c&xptdk=b36cb0fe-2b55-4979-8e81-3aede1ad1a9c,AMOUAGE,,前調:葛縷子、肉桂、夾竹桃,中調:玫瑰、老鸛草、茉莉、茶葉,後調:琥珀、香草、焚香、鳶尾根、廣藿香、沉香、麝香、檀香木、癒創木、乳香
🧛‍♂️男香控㊣ AMOUAGE 愛慕 Epic 史詩 試香$140 - $580已售出 40桃園市大園區找相似,https://shopee.tw/🧛‍♂️男香控㊣-AMOUAGE-愛慕-Epic-史詩-試香-i.3559566.6536833179?sp_atk=b5e2b9df-fc18-4c5c-a6b7-3ebdc8b9f37d&xptdk=b5e2b9df-fc18-4c5c-a6b7-3ebdc8b9f37d,AMOUAGE,香調:東方花香調,前調:葛縷子肉桂夾竹桃,中調:玫瑰老鸛草茉莉茶葉,後調:琥珀香草焚香鳶尾根廣藿香沉香(烏木)麝香檀香木癒創木乳香
"【超激敗】AMOUAGE 愛慕 經典 男性淡香精 禮盒 7.5ml*6 沾式 小香加價購$5,500已售出 1臺北市大同區找相似",https://shopee.tw/【超激敗】AMOUAGE-愛慕-經典-男性淡香精-禮盒-7.5ml*6-沾式-小香-i.4884871.5393027501?sp_atk=89482226-26a9-47fb-9add-4061b3ef5d4a&xptdk=89482226-26a9-47fb-9add-4061b3ef5d4a,AMOUAGE,,前調:胡椒、小豆蔻、橙子、葡萄柚、欖香脂,中調:老鸛草、茉莉、藏紅花、鳶尾根,後調:雪松、皮革、廣霍香、香根草、麝香、癒創木
蝦皮優選《試香》Amouage Gold 愛慕一千零一夜男性淡香精 試香紙$100 - $420已售出 11新北市汐止區找相似,https://shopee.tw/《試香》Amouage-Gold-愛慕一千零一夜男性淡香精-試香紙-i.1559866.7819637745?sp_atk=a1e54d5a-1bfe-4f69-ace1-5f1686855af4&xptdk=a1e54d5a-1bfe-4f69-ace1-5f1686855af4,AMOUAGE,香調:木質花麝香調,"前味:薔薇,焚香,鈴蘭","中味:鳶尾根,茉莉,沒藥","後味:琥珀,檀木,廣藿香,麝香,靈貓香,橡苔,雪松"
AMOUAGE IMITATION霓采 男性淡香精針管 2ml$119已售出 50臺北市大同區找相似,https://shopee.tw/AMOUAGE-IMITATION霓采-男性淡香精針管-2ml-i.5431574.1788429408?sp_atk=46cea433-2ceb-4206-a681-3b63b7f2ffcb&xptdk=46cea433-2ceb-4206-a681-3b63b7f2ffcb,AMOUAGE,,前味:香橼、肉豆蔻核仁、黑胡椒,中味:土耳其玫瑰、鳶尾根、紫羅蘭,後味:沒藥、皮革、香根草、廣藿香、海狸香
試香 Amouage Epic for woman 愛慕 史詩 女香 詩路 分享香$120 - $600已售出 73桃園市中壢區找相似,https://shopee.tw/試香-Amouage-Epic-for-woman-愛慕-史詩-女香-詩路-分享香-i.4683767.5806319117?sp_atk=f4b4bcd2-06d7-4c68-b71e-8cb36a60c2f3&xptdk=f4b4bcd2-06d7-4c68-b71e-8cb36a60c2f3,AMOUAGE,商品規格分類蝦皮購物美妝保健香水、香氛精油、試管小香與其他品牌AMOUAGE香水濃度EDP、香水質地其他商品數量13出貨地桃園市中壢區商品詳情香調:東方花香調,前調:葛縷子、肉桂、夾竹桃,中調:玫瑰、老鸛草、茉莉、茶葉,後調:琥珀、香草、焚香、鳶尾根、廣藿香、沉香(烏木)、麝香、檀香木、癒創木、乳香
((試香)) Swiss Arabian 瑞士阿拉伯 Shagaf Oud Abyad 激似AMOUAGE 香水分裝$50 - $225已售出 4臺中市豐原區找相似,https://shopee.tw/((試香))-Swiss-Arabian-瑞士阿拉伯-Shagaf-Oud-Abyad-激似AMOUAGE-香水分裝-i.224023342.7162427425?sp_atk=620c7ffc-819b-4c24-8339-b28e5257d52b&xptdk=620c7ffc-819b-4c24-8339-b28e5257d52b,AMOUAGE,,前調:彿手柑奧勒岡葉胡椒,中調:琥珀勞丹脂沒藥乳香,後調:烏木皮革檀香廣藿香
"【超激敗】AMOUAGE 愛慕 經典 女性淡香精 禮盒 7.5ml*6 沾式 小香$5,500臺北市大同區找相似",https://shopee.tw/【超激敗】AMOUAGE-愛慕-經典-女性淡香精-禮盒-7.5ml*6-沾式-小香-i.4884871.3067969541?sp_atk=60a1b1f9-e7ee-482d-be94-c2cf6acd3877&xptdk=60a1b1f9-e7ee-482d-be94-c2cf6acd3877,AMOUAGE,,前調:茉莉、紫玫瑰、薰衣草、鼠尾草、丁香花苞、洋甘菊、小豆蔻,中調:依蘭、紫蘿蘭、永久花、岩玫瑰、安息香、廣藿香、乳香,後調:雪松、檀香、海狸香、靈貓香、皮革、麝香、梵尼蘭、琥珀、麥芽酚
