title,link,search_term,note,top_note,heart_note,base_note
"4.8折Aesop 悟香水/馥香水/熾香水/馬拉喀什馥郁香水 50ml 交換禮物 香氛 蝦皮直送 現貨滿額折$220$2,549 - $3,549已售出 812桃園市楊梅區找相似",https://shopee.tw/Aesop-悟香水-馥香水-熾香水-馬拉喀什馥郁香水-50ml-交換禮物-香氛-蝦皮直送-現貨-i.116304162.13351725300?sp_atk=ff98cee6-38c8-4711-bee7-586668e73997&xptdk=ff98cee6-38c8-4711-bee7-586668e73997,Aesop,,前調:佛手柑、橙花、茉莉花,中調:玫瑰、小荳蔻、廣藿香,後調:檀香、雪松、丁香
"7.3折AESOP 馬拉喀什馥郁香水 10ml 現貨 廠商直送滿額折$220$2,800$2,050桃園市楊梅區找相似",https://shopee.tw/AESOP-馬拉喀什馥郁香水-10ml-現貨-廠商直送-i.116304162.20011882359?sp_atk=d50bd3e5-be13-4177-b863-bce1d360d7eb&xptdk=d50bd3e5-be13-4177-b863-bce1d360d7eb,Aesop,,🍂前調:佛手柑、橙花、茉莉花,🍂中調:玫瑰、小荳蔻、廣藿香,🍂後調:檀香、雪松、丁香
"Aesop 虛實之境系列香水 埃雷米亞/喀斯特/米拉塞蒂 50ml 小婷子美妝$5,599臺北市松山區找相似",https://shopee.tw/Aesop-虛實之境系列香水-埃雷米亞-喀斯特-米拉塞蒂-50ml-小婷子美妝-i.5750041.12740860846?sp_atk=ebdd2448-b3c2-4163-96e3-9ff56b378324&xptdk=ebdd2448-b3c2-4163-96e3-9ff56b378324,Aesop,香調:木質辛香調,前味:黑胡椒、瑪黛茶、辣椒花葉,中味:岩玫瑰、黃葵、安息香,後味:沒藥、雪松、紅藻
分香閣Aesop Tacit悟香水 分享瓶分裝瓶小ml小香試管針管香水淡香水古龍水香精淡香精$90 - $400已售出 65花蓮縣花蓮市找相似,https://shopee.tw/分香閣Aesop-Tacit悟香水-分享瓶分裝瓶小ml小香試管針管香水淡香水古龍水香精淡香精-i.630102045.14650188798?sp_atk=b8bb325a-bd60-43fd-b309-90dea4c180a6&xptdk=b8bb325a-bd60-43fd-b309-90dea4c180a6,Aesop,,前味:柑橘、柚子,中味:羅勒,後味:香根草、丁香、檀香
"HUAHUA香水美妝 🇦🇺AESOP 熾香水淡香精 馥香水 50ml『全新正品』$3,880 - $4,150臺北市中山區找相似",https://shopee.tw/HUAHUA香水美妝-🇦🇺AESOP-熾香水淡香精-馥香水-50ml『全新正品』-i.935762.12941551460?sp_atk=6b35973c-6c7e-4300-a87c-d4fe3a8300de&xptdk=6b35973c-6c7e-4300-a87c-d4fe3a8300de,Aesop,,前調:玫瑰、粉紅胡椒、紫蘇,中調:玫瑰、癒創木、茉莉花,後調:岩蘭草、廣藿香、沒藥
Aesop香水  馥/悟/熾/馬拉喀什 5ml 試香 小香$600已售出 62臺中市南屯區找相似,https://shopee.tw/Aesop香水-馥-悟-熾-馬拉喀什-5ml-試香-小香-i.55011830.8905815112?sp_atk=b12f5e38-5458-487a-87b0-a29ece3bb354&xptdk=b12f5e38-5458-487a-87b0-a29ece3bb354,Aesop,香調:花香調,前調:辛香料百里香,中調:柏樹木質香,後調:香根草乳香橡木苔
"*專櫃貨* Aesop 虛實之境香水 Miraceti 米拉塞蒂 /Karst 喀斯特 /Erémia 埃雷米亞 50m$4,800已售出 2臺北市信義區找相似",https://shopee.tw/*專櫃貨*-Aesop-虛實之境香水-Miraceti-米拉塞蒂-Karst-喀斯特-Erémia-埃雷米亞-50m-i.23491287.12932455450?sp_atk=9c357d15-03db-47ab-b4a6-bb2614356521&xptdk=9c357d15-03db-47ab-b4a6-bb2614356521,Aesop,,前調:日本香橙、佛手柑、葡萄柚,中調:金合歡、綠茶、癒創木,後調:白松香、鳶尾花、廣藿香
"廣告RE調香室 | 沙龍香水 40ml -京劇系列 Perfume 茶香水/白茶香8.8折2 件 8.8折$1,690已售出 2臺北市南港區找相似",https://shopee.tw/RE調香室-沙龍香水-40ml-京劇系列-Perfume-茶香水-白茶香-i.608017325.17129347877?sp_atk=d4d584cf-60d4-4eaa-a3cd-bb1aeca2b694&xptdk=d4d584cf-60d4-4eaa-a3cd-bb1aeca2b694,Aesop,,前調:綠橘、青芒果、玫瑰花瓣,中調:小花茉莉、白茶、晚香玉,後調:麝香、琥珀明膠、紫羅蘭
🇦🇺Aēsop 伊索 Hwyl 熾 香水 試管 分裝 小香$360已售出 7臺北市北投區找相似,https://shopee.tw/🇦🇺Aēsop-伊索-Hwyl-熾-香水-試管-分裝-小香-i.3330796.4816310922?sp_atk=711c2ccb-781c-4a5b-8438-f1b96bbc41ac&xptdk=711c2ccb-781c-4a5b-8438-f1b96bbc41ac,Aesop,主香調:樹、乳香、香根草萃取物,前調:煙燻、辛香、百里香,中調:柏樹,後調:香根草、乳香
Aesop 熾香水 Hywl  分裝 試香$90 - $280已售出 2臺中市北區找相似,https://shopee.tw/Aesop-熾香水-Hywl-分裝-試香-i.29835011.13550457206?sp_atk=ffe7dce1-7c9e-4790-8500-534fad3f6a18&xptdk=ffe7dce1-7c9e-4790-8500-534fad3f6a18,Aesop,,前調:辛香料百里香,中調:柏樹木質香,後調:香根草乳香橡木苔
