title,link,note,top_note,heart_note,base_note
香水分裝 試香 Floris White Rose 白玫瑰8 件 9折$60 - $200已售出 4新北市中和區找相似,https://shopee.tw//香水分裝-試香-Floris-White-Rose-白玫瑰-i.5132258.16603506162?sp_atk=4f427df3-7800-4cb1-b906-d5c95a300fe4&xptdk=4f427df3-7800-4cb1-b906-d5c95a300fe4,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌FLORIS質地噴霧商品數量26出貨地新北市中和區商品詳情香調:花香調,前調:醛、康乃馨、綠葉,中調:玫瑰、茉莉、鳶尾花、紫羅蘭,後調:琥珀、麝香、脂粉味
"FLORIS 佛羅瑞斯 煦日東風淡香水100ml 二手$1,800新北市板橋區找相似",https://shopee.tw//FLORIS-佛羅瑞斯-煦日東風淡香水100ml-二手-i.6431350.14112588446?sp_atk=88e894e5-7a22-48cd-ba16-e31d8f72161d&xptdk=88e894e5-7a22-48cd-ba16-e31d8f72161d,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精商品保存狀況二手品牌FLORIS性別男女通用容量100ml香水濃度EDT、淡香水質地噴霧保存期限5年有效日期2024-01-01商品數量1出貨地新北市板橋區商品詳情香調:東方花香,"前調:佛手柑,鳳梨和白松香","中調:粉紅胡椒,茉莉,天竺葵","後調:琥珀,香草和麝香"
"蝦皮優選FLORIS 89號男性淡香水50ml/100ml$2,080 - $2,780已售出 2新北市林口區找相似",https://shopee.tw//FLORIS-89號男性淡香水50ml-100ml-i.243811.10915011134?sp_atk=1f50aa61-e87e-44f5-b537-e1d266f9b526&xptdk=1f50aa61-e87e-44f5-b537-e1d266f9b526,,前味:佛手柑、薰衣草、橙花、肉荳蔻、橙子、苦橙葉,中味:天竺葵、玫瑰、依蘭依蘭,後味:雪松、麝香、橡苔、檀香、香根草
"全新~專櫃正品 FLORIS御藏香14ml ,剩下2款款香味 單瓶14ml$1,090已售出 5臺北市北投區找相似",https://shopee.tw//全新~專櫃正品-FLORIS御藏香14ml-剩下2款款香味-單瓶14ml-i.1389084.2010356348?sp_atk=a7272a1a-3e34-4ad5-82a2-17885b026b37&xptdk=a7272a1a-3e34-4ad5-82a2-17885b026b37,,"前調:海水,香檸檬,茉莉,粉色胡椒","中調:牡丹,玫瑰(蔷薇),粉色夾竹桃和红漿果","後調:麝香,檀木"
"FLORIS 英國佛羅倫斯/ 佛羅瑞斯 Bergamotto Di Positano 波洛西塔佛手柑淡香精100ml滿額折$50$4,200新北市永和區找相似",https://shopee.tw//FLORIS-英國佛羅倫斯-佛羅瑞斯-Bergamotto-Di-Positano-波洛西塔佛手柑淡香精100ml-i.7735381.5986750578?sp_atk=68e73939-1b68-4978-b5ba-a5516e278af1&xptdk=68e73939-1b68-4978-b5ba-a5516e278af1,,前調:佛手柑丶海洋,中調:綠茶丶橙花丶生薑,後調:琥珀丶香料、木質丶香草
"二手香水出清 高定沙龍香 FLORIS 佛羅瑞斯 Fleur 花朵 100ml 女性淡香水 斷捨離加價購$2,260高雄市苓雅區找相似",https://shopee.tw//二手香水出清-高定沙龍香-FLORIS-佛羅瑞斯-Fleur-花朵-100ml-女性淡香水-斷捨離-i.119277610.9696572786?sp_atk=91465234-90ef-4a54-9bfe-8a20dae0e510&xptdk=91465234-90ef-4a54-9bfe-8a20dae0e510,香調:花果香調,前味:佛手柑、葡萄柚、香瓜、甜桃、睡蓮,中味:茉莉、依蘭依蘭、山谷百合、玫瑰、紫羅蘭,後味:檀香、麝香
"FLORIS 微風輕拂淡香水 CEFIRO 50ml$2,000桃園市龜山區找相似",https://shopee.tw//FLORIS-微風輕拂淡香水-CEFIRO-50ml-i.5441082.10449178612?sp_atk=7c1733dc-3eaf-4c30-80d0-421e0b818a0d&xptdk=7c1733dc-3eaf-4c30-80d0-421e0b818a0d,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌FLORIS香水濃度EDT、淡香水質地噴霧商品數量1出貨地桃園市龜山區商品詳情香調:柑橘花香調,前味:佛手柑、檸檬、萊姆、橙子、柑橘,中味:小荳蔻、茉莉、肉荳蔻,後味:雪松、麝香、檀香
"FLORIS🤗 玫瑰摯愛淡香精 100ml(熱銷限量再到貨!!) FLORIS系列限量款國內到貨搶購中!!滿額折$15$5,100高雄市三民區找相似",https://shopee.tw//FLORIS🤗-玫瑰摯愛淡香精-100ml(熱銷限量再到貨!!)-FLORIS系列限量款國內到貨搶購中!!-i.252789902.8576035291?sp_atk=f3174191-c5fe-4b58-b031-3cd18e09a1d6&xptdk=f3174191-c5fe-4b58-b031-3cd18e09a1d6,香調:木質花香調,前味:紅茶、焚香、黑醋栗。,中味:玫瑰、鳶尾、沉香木。,後味:檀香、香草、廣藿香。
"FLORIS 英國佛羅倫斯/ 佛羅瑞斯 Bergamotto Di Positano 波洛西塔佛手柑淡香精100ml滿額折$50$4,200新北市永和區找相似",https://shopee.tw//FLORIS-英國佛羅倫斯-佛羅瑞斯-Bergamotto-Di-Positano-波洛西塔佛手柑淡香精100ml-i.7735381.5986750578?sp_atk=77b473f9-07e8-4784-88de-8365ccf58f0f&xptdk=77b473f9-07e8-4784-88de-8365ccf58f0f,,前調:佛手柑丶海洋,中調:綠茶丶橙花丶生薑,後調:琥珀丶香料、木質丶香草
蝦皮優選FLORIS 精英氣場男性淡香水保濕沐浴膠 250ml$999新北市林口區找相似,https://shopee.tw//FLORIS-精英氣場男性淡香水保濕沐浴膠-250ml-i.243811.9772318527?sp_atk=3e1f98da-340b-459e-bdcf-6270aea1a602&xptdk=3e1f98da-340b-459e-bdcf-6270aea1a602,,前味:佛手柑、雪松葉、葡萄柚、杜松子、檸檬、苦橙,中味:冷杉香脂、薰衣草,後味:琥珀、雪松、皮革、苔蘚、麝香、廣藿香、香根草
