title,link,note,top_note,heart_note,base_note
蝦皮優選發票價  到貨 Calvin Klein ck free 男性淡香水 100ml 另有 TESTER☆櫥窗小姐☆$649 - $799已售出 706新北市新莊區找相似,https://shopee.tw//發票價-到貨-Calvin-Klein-ck-free-男性淡香水-100ml-另有-TESTER☆櫥窗小姐☆-i.362777.11652873?sp_atk=ce42709c-83df-4725-be9f-df92d1193988&xptdk=ce42709c-83df-4725-be9f-df92d1193988,,前味:泰國八角茴香、波羅蜜、苦艾酒、杜松莓果,中味:麂皮、煙葉、咖啡萃取、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
"3.5折Calvin Klein CK Free For Men 男性淡香水 50ML 廠商直送9.3折$2,000$699已售出 1桃園市楊梅區找相似",https://shopee.tw//Calvin-Klein-CK-Free-For-Men-男性淡香水-50ML-廠商直送-i.116304162.16136284674?sp_atk=a6b5f1be-913c-4d4d-a2a4-eafa281f9f10&xptdk=a6b5f1be-913c-4d4d-a2a4-eafa281f9f10,香調:木質清新調,前調:波羅蜜、泰國八角茴香、杜松莓果、苦艾酒,中調:咖啡萃取、麂皮、煙葉、南非布枯葉,後調:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
【艾莉❤美妝小鋪】Calvin Klein 卡文克萊CK free 男性體香膏75g 全新商品   304-713$379已售出 28臺北市中正區找相似,https://shopee.tw//【艾莉❤美妝小鋪】Calvin-Klein-卡文克萊CK-free-男性體香膏75g-全新商品-304-713-i.2298919.5045429?sp_atk=305dc70d-d089-4e78-92aa-194f87ff5f3e&xptdk=305dc70d-d089-4e78-92aa-194f87ff5f3e,,前味:泰國八角茴香、波羅蜜、苦艾酒、杜松莓果,中味:麂皮、煙葉、咖啡萃取、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
蝦皮優選香親香愛～Calvin Klein cK Free 男香 100ml$368 - $758已售出 100臺北市大同區找相似,https://shopee.tw//香親香愛～Calvin-Klein-cK-Free-男香-100ml-i.1285345.30996712?sp_atk=11516a03-305b-4912-8985-269e36b1f532&xptdk=11516a03-305b-4912-8985-269e36b1f532,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌CalvinKlein性別男性質地噴霧商品數量6出貨地臺北市大同區商品詳情香調:清新木質調,"前味:杜莓松果,波羅蜜,苦艾酒,泰國八角茴香","中味:咖啡萃取,南非布枯葉,煙葉","後味:哥斯大黎加鐵木,廣藿香萃取,德州雪松,橡木"
試香❤Calvin Klein CK free for men 卡文克萊自由男性淡香水 ☆分享試管$38 - $99已售出 43臺北市士林區找相似,https://shopee.tw//試香❤Calvin-Klein-CK-free-for-men-卡文克萊自由男性淡香水-☆分享試管-i.51609290.838958623?sp_atk=44396bbf-e739-473d-920c-8d872c39f8e7&xptdk=44396bbf-e739-473d-920c-8d872c39f8e7,,前調:泰國八角茴香、波羅蜜、苦艾酒、杜松莓果,中調:麂皮、煙葉、咖啡萃取、南非布枯葉,後調:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
Calvin Klein CK Free 男性淡香水 5ml 分裝 小香 試香$125已售出 646臺中市南屯區找相似,https://shopee.tw//Calvin-Klein-CK-Free-男性淡香水-5ml-分裝-小香-試香-i.55011830.2812039858?sp_atk=2f7332da-5f96-4839-a008-4d36fbe2f01d&xptdk=2f7332da-5f96-4839-a008-4d36fbe2f01d,香調:木質清新調,前味:波羅蜜、泰國八角茴香、杜松莓果、苦艾酒,中味:咖啡萃取、麂皮、煙葉、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
Calvin Klein ck free  1ml 2ml 5ml 玻璃分享噴瓶$35 - $90已售出 342彰化縣彰化市找相似,https://shopee.tw//Calvin-Klein-ck-free-1ml-2ml-5ml-玻璃分享噴瓶-i.6358120.1437543752?sp_atk=4d158ec2-c107-45b3-bf73-6c6bd3cabbb2&xptdk=4d158ec2-c107-45b3-bf73-6c6bd3cabbb2,香調:木質清新調,前味:波羅蜜、泰國八角茴香、杜松莓果、苦艾酒,中味:咖啡萃取、麂皮、煙葉、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
《尋香小站 》Calvin Klein Ck Free For Men  自由男香 100ml 全新正品$850已售出 3新北市三重區找相似,https://shopee.tw//《尋香小站-》Calvin-Klein-Ck-Free-For-Men-自由男香-100ml-全新正品-i.6261367.37516967?sp_atk=fe4baeca-0aba-42a8-ac58-d30b3048dec8&xptdk=fe4baeca-0aba-42a8-ac58-d30b3048dec8,,前味:泰國八角茴香、波羅蜜、苦艾酒、杜松莓果,中味:麂皮、煙葉、咖啡萃取、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
,https://shopee.tw//(專櫃正品包裝)【Calvin-Klein】ck-free-男性淡香水(100ml)-(另有Tester包裝)-i.16682734.302377828?sp_atk=8ab2202c-d1c4-43e9-b35c-f2444a62fb81&xptdk=8ab2202c-d1c4-43e9-b35c-f2444a62fb81,,商品規格分類蝦皮購物美妝保養香水、香氛性別男性香水濃度EDT、淡香水質地噴霧商品數量1出貨地高雄市鳳山區商品詳情前味:泰國八角茴香、波羅蜜、苦艾酒、杜松莓果,中味:麂皮、煙葉、咖啡萃取、南非布枯葉,後味:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
,https://shopee.tw//Calvin-Klein-CK-Free-For-Men-男性淡香水-100ML【岡山真愛香水化妝品批發館】-i.7840444.51377039?sp_atk=4854ef15-3305-4c03-8c5b-c4a31dee4744&xptdk=4854ef15-3305-4c03-8c5b-c4a31dee4744,香調:木質清新調,前調:波羅蜜、泰國八角茴香、杜松莓果、苦艾酒,中調:咖啡萃取、麂皮、煙葉、南非布枯葉,後調:廣藿香萃取、橡木、德州雪松、哥斯大黎加鐵木
