title,link,note,top_note,heart_note,base_note
"廣告【專櫃+免運+發票】❤摩登❤ COCO 秘密時光 香水 100ml 魅力女性 清新持久留香$1,150 - $1,450已售出 70桃園市大園區找相似",https://shopee.tw//【專櫃-免運-發票】❤摩登❤-COCO-秘密時光-香水-100ml-魅力女性-清新持久留香-i.5263687.12382278647?sp_atk=7243a44b-34a1-4de8-8435-5c1e851380f0&xptdk=7243a44b-34a1-4de8-8435-5c1e851380f0,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDP、香水質地噴霧商品數量425出貨地桃園市大園區商品詳情香調:花香甘苔調,前調:橙子橘子橙花香檸檬,中調:含羞草茉莉玫瑰依蘭,後調:零陵香豆廣藿香紅沒藥香草香根草麝香
"蝦皮優選【CHANEL】香奈兒 經典五號女士香水 Chanel 五號香水 N5  卡片$70已售出 2,153臺中市北區找相似",https://shopee.tw//【CHANEL】香奈兒-經典五號女士香水-Chanel-五號香水-N5-卡片-i.5539906.6643376689?sp_atk=ccc31544-75eb-4fba-b493-76d74d71e5ea&xptdk=ccc31544-75eb-4fba-b493-76d74d71e5ea,,前調:格拉斯橙花香水樹花已醛,中調:格拉斯茉莉五月玫瑰,後調:麥索爾檀香木波旁香根草
"3折chanel 香水  no5 香水分裝瓶  淡香水 小香水 香水小樣  試香 coco香水  試香 2ML 香水分裝$167$50已售出 2,580桃園市蘆竹區找相似",https://shopee.tw//chanel-香水-no5-香水分裝瓶-淡香水-小香水-香水小樣-試香-coco香水-試香-2ML-香水分裝-i.411545799.13240737090?sp_atk=ac895e52-313a-4432-b15d-010c4c136e80&xptdk=ac895e52-313a-4432-b15d-010c4c136e80,,前調:柳丁橘子橙花香檸檬,中調:含羞草茉莉玫瑰依蘭,後調:零陵香豆廣藿香紅沒藥香草香根草麝香
"9.7折CHANEL香奈兒 CHANCE隔離髮香霧 35ml 現貨 廠商直送滿額折$300$1,850$1,799已售出 3桃園市楊梅區找相似",https://shopee.tw//CHANEL香奈兒-CHANCE隔離髮香霧-35ml-現貨-廠商直送-i.116304162.8462171224?sp_atk=83d2ab7b-8403-4a08-aa2a-525becf57348&xptdk=83d2ab7b-8403-4a08-aa2a-525becf57348,香調:清新花果香調,商品特色:前調:風信子、白麝香,中調:粉紅胡椒、茉莉、香根草、柑橘,後調:鳶尾花、琥珀、廣藿香
"廣告專櫃正品（免運+發票+提袋） 粉/綠/黃邂逅香水 女香 持久EDT女士魅力香水 女香100ml2 件 9.5折$1,020已售出 17桃園市大園區找相似",https://shopee.tw//專櫃正品（免運-發票-提袋）-粉-綠-黃邂逅香水-女香-持久EDT女士魅力香水-女香100ml-i.36430610.2999064313?sp_atk=e3975ab8-2479-4656-8f47-27e2869c8019&xptdk=e3975ab8-2479-4656-8f47-27e2869c8019,🔺香調:,前調:鶯尾花、胡椒、風信子,中調:茉莉、檸檬,後調:麝香、廣藿香、香草根
"8.7折CHANEL 香奈兒 摩登 COCO 秘密時光香水 L'Eau Privée(50ml)-國際航空版【美麗購】滿額折$30$3,799$3,299已售出 6苗栗縣後龍鎮找相似",https://shopee.tw//CHANEL-香奈兒-摩登-COCO-秘密時光香水-L'Eau-Privée(50ml)-國際航空版【美麗購】-i.10594066.8205248955?sp_atk=72bb1991-75cc-4327-9569-184604fa27a7&xptdk=72bb1991-75cc-4327-9569-184604fa27a7,,前味:柑橘,中味:玫瑰、茉莉花香,後味:白麝香
3.1折CHANEL香奈兒 BLEU 藍色男性 淡香精/純香精 1.5ML 針管 現貨 廠商直送$600$189已售出 70桃園市楊梅區找相似,https://shopee.tw//CHANEL香奈兒-BLEU-藍色男性-淡香精-純香精-1.5ML-針管-現貨-廠商直送-i.116304162.8562631501?sp_atk=c7c4550a-0c8b-4451-8698-2aa346bfdff0&xptdk=c7c4550a-0c8b-4451-8698-2aa346bfdff0,商品特色:香調:木質調,前味:粉紅胡椒、柑橘果香調、香根草,中味:葡萄柚、西洋杉、琥珀岩薔,後味:乳香、生薑、檀香木
🇺🇸美國原裝 Chanel Les Eaux 香奈兒巴黎 2018 杜維埃 中性淡香水 針管 / 試管 1.5ml$195已售出 218新北市五股區找相似,https://shopee.tw//🇺🇸美國原裝-Chanel-Les-Eaux-香奈兒巴黎-2018-杜維埃-中性淡香水-針管-試管-1.5ml-i.4386253.1788353215?sp_atk=1ef77dd0-389d-4dc9-87ed-13bf801021ba&xptdk=1ef77dd0-389d-4dc9-87ed-13bf801021ba,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌CHANEL香奈兒性別男女通用香水濃度EDT、淡香水質地噴霧商品數量12出貨地新北市五股區商品詳情前調:羅勒、橙、香檸檬、檸檬、青檸、苦橙葉,中調:茉莉、玫瑰、綠葉、希蒂鶯,後調:廣藿香
CHANEL 香奈兒 LES EAUX系列 巴黎 ─ 比亞里茲 Biarritz 中性淡香水 1.5ml 可噴式 現貨$220已售出 21臺中市北區找相似,https://shopee.tw//CHANEL-香奈兒-LES-EAUX系列-巴黎-─-比亞里茲-Biarritz-中性淡香水-1.5ml-可噴式-現貨-i.643856.1316656848?sp_atk=71ec4f59-aa77-4ab0-b214-f2aed2536859&xptdk=71ec4f59-aa77-4ab0-b214-f2aed2536859,香調:柑橘調,前調:蜜橘葡萄柚香檸檬檸檬橙子,中調:鈴蘭橙花油綠葉,後調:麝香廣藿香
CHANEL 香奈兒 ALLURE SPORT 男性運動清新古龍水 1.5ml 可噴式 試管香水 全新$180已售出 118臺中市北區找相似,https://shopee.tw//CHANEL-香奈兒-ALLURE-SPORT-男性運動清新古龍水-1.5ml-可噴式-試管香水-全新-i.643856.58484924?sp_atk=930d75b8-d843-44c7-b632-8b61c96736aa&xptdk=930d75b8-d843-44c7-b632-8b61c96736aa,香調:清新東方調,前味:醛、柑橘、橙、葡萄柚、橙花醇、佛手柑、檸檬,中味:樹脂、辛香料,後味:阿特拉斯雪松、白麝香、胡椒、香根草、薰草豆
試香❤ CHANEL 香奈兒 綠色氣息 CHANCE 女性淡香水 ☆ 分享試管$70 - $270已售出 131臺北市士林區找相似,https://shopee.tw//試香❤-CHANEL-香奈兒-綠色氣息-CHANCE-女性淡香水-☆-分享試管-i.51609290.1944999297?sp_atk=99ab94a1-35c0-45df-9dad-e1857b6ea481&xptdk=99ab94a1-35c0-45df-9dad-e1857b6ea481,香調:繽紛花香調,"前調:香櫞香調為主軸,白麝香的沉穩氛圍",中調:茉莉花香氣搭配廣藿香,後調:琥珀、柚木和海地香根草所組成的木香氣味
3.1折CHANEL香奈兒 HOMME SPORT 男性運動淡香水 1.5ML 針管 現貨 廠商直送$600$189已售出 9桃園市楊梅區找相似,https://shopee.tw//CHANEL香奈兒-HOMME-SPORT-男性運動淡香水-1.5ML-針管-現貨-廠商直送-i.116304162.9962631567?sp_atk=06f0a5f2-2b20-42f3-bc25-774f3ecbf1c6&xptdk=06f0a5f2-2b20-42f3-bc25-774f3ecbf1c6,商品特色:香調:東方清新調,前味:西西里柑橘、佛手柑、突尼西亞橙花,中味:馬達加斯加黑胡椒,後味:西洋杉、香根草
CHANEL 香奈兒 藍色 蔚藍 男性香精 Bleu De Chanel 1.5ml 可噴式 試管香水 全新 2018$220已售出 30基隆市中正區找相似,https://shopee.tw//CHANEL-香奈兒-藍色-蔚藍-男性香精-Bleu-De-Chanel-1.5ml-可噴式-試管香水-全新-2018-i.74301531.1586304962?sp_atk=3ca5c6bc-50d6-4fe3-aebe-dd5048aef317&xptdk=3ca5c6bc-50d6-4fe3-aebe-dd5048aef317,香調:木質馥奇香調-男性淡香精,前調:檸檬皮香檸檬薄荷艾蒿,中調:薰衣草老鸛草綠葉菠蘿,後調:雪松檀香木龍涎酮零陵香豆琥珀
CHANEL CHANCE Eau Tendre 香奈兒粉紅甜蜜版女性淡香精版本分裝瓶試聞瓶試管香$168臺南市北區找相似,https://shopee.tw//CHANEL-CHANCE-Eau-Tendre-香奈兒粉紅甜蜜版女性淡香精版本分裝瓶試聞瓶試管香-i.3878643.3751471787?sp_atk=1233dad1-a110-4db9-8c71-ec121d0e03f9&xptdk=1233dad1-a110-4db9-8c71-ec121d0e03f9,香調:,前味:葡萄柚、溫桲,中味:茉莉、玫瑰,後味:白麝香
☆LUXY SHOP ☆Chanel系列~Chanel Gabrielle 香奈兒嘉柏麗 Essence琉金香水$135已售出 286新北市新莊區找相似,https://shopee.tw//☆LUXY-SHOP-☆Chanel系列~Chanel-Gabrielle-香奈兒嘉柏麗-Essence琉金香水-i.80009874.5807584631?sp_atk=ff0e1fb2-c008-4088-ad15-a85665b96820&xptdk=ff0e1fb2-c008-4088-ad15-a85665b96820,香調:柑橘花香調,前味:柑橘、苦橙葉、桃子、黑醋栗、紅漿果,中味:晚香玉、依蘭、茉莉、橙花、椰子、白色花朵,後味:檀香、麝香、香草
