title,link,note,top_note,heart_note,base_note
"廣告買一送一（正品免運）真我純香心悅 Jadore In Joy 女士淡香水 EDP淡香水 100ML滿額折$50$1,450 - $2,700已售出 44桃園市大園區找相似",https://shopee.tw//買一送一（正品免運）真我純香心悅-Jadore-In-Joy-女士淡香水-EDP淡香水-100ML-i.38534503.15271677846?sp_atk=b0846a4c-83ed-4b6c-8d4a-f3b6b7bfe731&xptdk=b0846a4c-83ed-4b6c-8d4a-f3b6b7bfe731,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDT、淡香水質地噴霧商品數量214出貨地桃園市大園區商品詳情香調:花香調,前調:柑橘橘子橙花油,中調:茉莉橙花依蘭晚香玉玫瑰,後調:木質香香草
"7.5折Dior迪奧 SAUVAGE曠野之心淡香水 60ml/100ml 現貨 蝦皮直送滿額折$300$2,299 - $2,999已售出 16桃園市楊梅區找相似",https://shopee.tw//Dior迪奧-SAUVAGE曠野之心淡香水-60ml-100ml-現貨-蝦皮直送-i.116304162.17367803086?sp_atk=a4f2fdf7-9ebd-4077-8c49-31ba65ef8916&xptdk=a4f2fdf7-9ebd-4077-8c49-31ba65ef8916,香調:木質辛香調,前味:卡拉布里亞佛手柑,"中味:薰衣草,四川胡椒,八角,印度尼西亞肉豆蔻","後味:龍涎香,巴布亞香草"
"預購🐘美國代購🇺🇸 Dior 迪奧Jadore 真我宣言女性淡香精(50ml)$2,990 - $4,490已售出 6臺南市安南區找相似",https://shopee.tw//預購🐘美國代購🇺🇸-Dior-迪奧Jadore-真我宣言女性淡香精(50ml)-i.2373577.7432235124?sp_atk=1caa2479-2aad-4b04-8c42-d33a869f9a03&xptdk=1caa2479-2aad-4b04-8c42-d33a869f9a03,香調:花香調,前味:柑橘、黑醋栗、鳳梨、蜜瓜、荷花、蓮花,中味:五月玫瑰、茉莉,後味:鳶尾蘭、香草、檀香木、栗樹、琥珀
"6.9折Dior迪奧 Miss Dior 花漾迪奧淡香水 100ml 現貨 廠商直送滿額折$500$4,650$3,199已售出 4桃園市楊梅區找相似",https://shopee.tw//Dior迪奧-Miss-Dior-花漾迪奧淡香水-100ml-現貨-廠商直送-i.116304162.8362187270?sp_atk=31f3280c-a81e-495e-b65a-0bb88e62a078&xptdk=31f3280c-a81e-495e-b65a-0bb88e62a078,香調:花香調,商品特色:前調:義大利柑橘,中調:牡丹,後調:印尼廣藿香
"◇MOLI 莫麗◇CD Dior Homme Sport 男性淡香水 125ml TESTER※201-3596$2,680已售出 5臺北市中正區找相似",https://shopee.tw//◇MOLI-莫麗◇CD-Dior-Homme-Sport-男性淡香水-125ml-TESTER※201-3596-i.2299401.3554983933?sp_atk=54317b9d-c29c-4d91-a261-232ed6a120cf&xptdk=54317b9d-c29c-4d91-a261-232ed6a120cf,香調:柑橘清新調,前味:檸檬、血橙、葡萄柚、梨,中味:粉紅胡椒、肉荳蔻、天竺葵,後味:檀香、香根草
"蝦皮優選香親香愛～Christian Dior CD 曠野之心淡香精 100/60ml, Sauvage EDP$2,638已售出 271臺北市大同區找相似",https://shopee.tw//香親香愛～Christian-Dior-CD-曠野之心淡香精-100-60ml-Sauvage-EDP-i.1285345.1395801920?sp_atk=e964ee52-e72b-4459-856f-c973794cba41&xptdk=e964ee52-e72b-4459-856f-c973794cba41,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Dior迪奧性別男性香水濃度EDP、香水質地噴霧商品數量3出貨地臺北市大同區商品詳情香調:木質辛香調,前味:卡拉布里亞佛手柑,"中味:薰衣草,四川胡椒,八角,印度尼西亞肉豆蔻","後味:龍涎香,巴布亞香草"
"◆NANA◆DIOR J'ADORE INFINISSIME 極蘊香氛淡香精 20 30 50 100ML$1,899 - $4,250已售出 1臺北市大同區找相似",https://shopee.tw//◆NANA◆DIOR-J'ADORE-INFINISSIME-極蘊香氛淡香精-20-30-50-100ML-i.357737.13854604767?sp_atk=3fdae899-29d3-48cc-80c5-7fa50308abf4&xptdk=3fdae899-29d3-48cc-80c5-7fa50308abf4,香調:花香調,前味:血橙、佛手柑、粉紅胡椒,中味:格拉斯玫瑰、格拉斯晚香玉、沙巴茉莉、依蘭依蘭,後味:檀香
"蝦皮優選香親香愛～Christian Dior CD 花漾迪奧 100/50ml, Miss Dior Blooming$2,268 - $3,358已售出 251臺北市大同區找相似",https://shopee.tw//香親香愛～Christian-Dior-CD-花漾迪奧-100-50ml-Miss-Dior-Blooming-i.1285345.25605220?sp_atk=221da439-c8a7-499b-b803-069570b8f9ff&xptdk=221da439-c8a7-499b-b803-069570b8f9ff,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Dior迪奧質地噴霧商品數量2出貨地臺北市大同區商品詳情香調:清新花果香調,前味:卡拉布里亞佛手柑,"中味:牡丹,大馬士革玫瑰",後味:白麝香
"[熱門男香] Dior Sauvage 迪奧曠野之心男性淡香水/淡香精 60ML/100ML$1,948 - $2,950已售出 9臺中市北屯區找相似",https://shopee.tw//-熱門男香-Dior-Sauvage-迪奧曠野之心男性淡香水-淡香精-60ML-100ML-i.6076250.2139741219?sp_atk=17488c0d-d443-4a44-82bb-75eaa04dccdc&xptdk=17488c0d-d443-4a44-82bb-75eaa04dccdc,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Dior迪奧性別男性香水濃度EDT、淡香水質地噴霧商品數量1出貨地臺中市北屯區商品詳情香調:東方清新調、柑橘調,前味:卡拉布里亞佛手柑,中味:廣藿香、川椒,後味:龍涎香
"廣告❁💯免稅代購❁Di.or 迪-奧香水 花-漾香水 女性淡香水 甜心小姐 女士 持久清新 淡香水 50ml 100ml9折2 件 8.8折$1,088 - $1,688已售出 139桃園市桃園區找相似",https://shopee.tw//❁💯免稅代購❁Di.or-迪-奧香水-花-漾香水-女性淡香水-甜心小姐-女士-持久清新-淡香水-50ml-100ml-i.57452949.10390828201?sp_atk=ae13b173-cb65-444b-82af-bfc039a4f492&xptdk=ae13b173-cb65-444b-82af-bfc039a4f492,,前味:野苺、綠甜橙,中味:草苺冰沙、焦糖爆米花、紫羅蘭、粉紅茉莉花,後味:水晶麝香、新鮮廣藿香
4.1折【香水小樣41】 迪奥（Miss Dior）迪奥花樣甜心女士香水 花香甘苔调精装花果香醚2ML$136$56已售出 164桃園市大園區找相似,https://shopee.tw//【香水小樣41】-迪奥（Miss-Dior）迪奥花樣甜心女士香水-花香甘苔调精装花果香醚2ML-i.166329119.10077930101?sp_atk=f013fb7e-a68a-4cea-bd7d-75b68d40b103&xptdk=f013fb7e-a68a-4cea-bd7d-75b68d40b103,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDP、香水質地噴霧商品數量8667出貨地桃園市大園區商品詳情香調:木質花香調,前調:香檸檬橘子,中調:玫瑰茉莉醋栗葉桃子,後調:檀香木雪松麝香廣香安息香脂
"蝦皮優選香親香愛～Christian Dior CD 曠野之心淡香精 100/60ml, Sauvage EDP$2,638已售出 271臺北市大同區找相似",https://shopee.tw//香親香愛～Christian-Dior-CD-曠野之心淡香精-100-60ml-Sauvage-EDP-i.1285345.1395801920?sp_atk=a312ab4a-d44f-438a-b830-3b2008d19b2c&xptdk=a312ab4a-d44f-438a-b830-3b2008d19b2c,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Dior迪奧性別男性香水濃度EDP、香水質地噴霧商品數量3出貨地臺北市大同區商品詳情香調:木質辛香調,前味:卡拉布里亞佛手柑,"中味:薰衣草,四川胡椒,八角,印度尼西亞肉豆蔻","後味:龍涎香,巴布亞香草"
7.5折廣告Jenny尤物•ᴗ• M-oschino香水 小熊香水 男女香水 Toy 2 情侶香水 黑熊/白熊/粉熊滿額折$80加價購$688 - $860已售出 22新竹縣竹北市找相似,https://shopee.tw//Jenny尤物•ᴗ•-M-oschino香水-小熊香水-男女香水-Toy-2-情侶香水-黑熊-白熊-粉熊-i.473876962.11492100373?sp_atk=0a407b75-2942-41de-a2da-1339b817d1ce&xptdk=0a407b75-2942-41de-a2da-1339b817d1ce,香調:花香果香調,前味:擦拭香水10分鐘左右所散發的香氣,中味:擦拭香水30-40分鐘左右所散發的香氣,後味:擦拭香水40-60分鐘左右所散發的香氣
4.1折【香水小樣41】 迪奥（Miss Dior）迪奥花樣甜心女士香水 花香甘苔调精装花果香醚2ML$136$56已售出 164桃園市大園區找相似,https://shopee.tw//【香水小樣41】-迪奥（Miss-Dior）迪奥花樣甜心女士香水-花香甘苔调精装花果香醚2ML-i.166329119.10077930101?sp_atk=3b7102e8-5bd8-4963-95cd-a73a5abde494&xptdk=3b7102e8-5bd8-4963-95cd-a73a5abde494,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDP、香水質地噴霧商品數量8667出貨地桃園市大園區商品詳情香調:木質花香調,前調:香檸檬橘子,中調:玫瑰茉莉醋栗葉桃子,後調:檀香木雪松麝香廣香安息香脂
DIOR 迪奧 J''adore 真我宣言 經典款 EDT 女性 淡香水 1mL 可噴式 試管香水 全新$89已售出 38臺中市北區找相似,https://shopee.tw//DIOR-迪奧-J''adore-真我宣言-經典款-EDT-女性-淡香水-1mL-可噴式-試管香水-全新-i.643856.903869743?sp_atk=8a7e422f-9180-430e-9f99-47697a02c4fb&xptdk=8a7e422f-9180-430e-9f99-47697a02c4fb,香調:花香調,前調:柑橘橘子橙花油,中調:茉莉橙花依蘭晚香玉玫瑰,後調:木質香香草
4.1折【香水小樣41】 迪奥（Miss Dior）迪奥花樣甜心女士香水 花香甘苔调精装花果香醚2ML$136$56已售出 164桃園市大園區找相似,https://shopee.tw//【香水小樣41】-迪奥（Miss-Dior）迪奥花樣甜心女士香水-花香甘苔调精装花果香醚2ML-i.166329119.10077930101?sp_atk=19ed2131-114f-4d65-9cd9-cda47b4487fa&xptdk=19ed2131-114f-4d65-9cd9-cda47b4487fa,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別女性香水濃度EDP、香水質地噴霧商品數量8667出貨地桃園市大園區商品詳情香調:木質花香調,前調:香檸檬橘子,中調:玫瑰茉莉醋栗葉桃子,後調:檀香木雪松麝香廣香安息香脂
"二手 專櫃 Miss Dior Blooming Bouquet 花漾迪奧 女性淡香水 100ml$1,700新北市林口區找相似",https://shopee.tw//二手-專櫃-Miss-Dior-Blooming-Bouquet-花漾迪奧-女性淡香水-100ml-i.4426952.16242328747?sp_atk=734e9821-3d93-4009-bab1-638b0619e429&xptdk=734e9821-3d93-4009-bab1-638b0619e429,香調:甜美花香調,前味:卡拉布里亞佛手柑,中味:牡丹、玫瑰,後味:白麝香
DIOR 迪奧 J''adore 真我宣言 經典款 EDT 女性 淡香水 1mL 可噴式 試管香水 全新$89已售出 38臺中市北區找相似,https://shopee.tw//DIOR-迪奧-J''adore-真我宣言-經典款-EDT-女性-淡香水-1mL-可噴式-試管香水-全新-i.643856.903869743?sp_atk=c7dc149e-561d-4700-a52b-717c692e0966&xptdk=c7dc149e-561d-4700-a52b-717c692e0966,香調:花香調,前調:柑橘橘子橙花油,中調:茉莉橙花依蘭晚香玉玫瑰,後調:木質香香草
