title,link,search_term,note,top_note,heart_note,base_note
"6.1折廣告ACCA KAPPA 白麝香經典淡香精 香水 Muschio Bianco 男香 白苔 - WBK SHOP9.2折$2,600$1,580已售出 11臺北市信義區找相似",https://shopee.tw/ACCA-KAPPA-白麝香經典淡香精-香水-Muschio-Bianco-男香-白苔-WBK-SHOP-i.21975525.9606026549?sp_atk=8b6a3c48-7927-4a2b-b9c8-7c21982cda28&xptdk=8b6a3c48-7927-4a2b-b9c8-7c21982cda28,Acca Kappa,,前調:檸檬、佛手柑、杜松、柑橘,中調:小豆蔻、薰衣草、苦香皮,後調:白麝香、琥珀、雪松、麝香
廣告🌈晨曦㊣香氛館💎【ACCA KAPPA】白麝香古龍水✨玻璃試香瓶1/2/5ml✨現貨正品$35 - $145已售出 253新北市新莊區找相似,https://shopee.tw/🌈晨曦㊣香氛館💎【ACCA-KAPPA】白麝香古龍水✨玻璃試香瓶1-2-5ml✨現貨正品-i.32416120.8941037336?sp_atk=c0ee571d-13af-40e6-baee-6d6554738742&xptdk=c0ee571d-13af-40e6-baee-6d6554738742,Acca Kappa,🎯香調:柑苔調,前味:苔蘚、薰衣草、杜松,中味:麝香木,後味:麝香、琥珀、檀木
蝦皮優選香妮💋Acca Kappa 白麝香 中性淡香水 / 淡香精  15ml/ 50ml/ 100ml$580 - $980已售出 45高雄市路竹區找相似,https://shopee.tw/香妮💋Acca-Kappa-白麝香-中性淡香水-淡香精-15ml-50ml-100ml-i.131326797.2108050847?sp_atk=ec73991d-6ef3-4878-95e2-f84e03d015e2&xptdk=ec73991d-6ef3-4878-95e2-f84e03d015e2,Acca Kappa,香調:清新柑苔調,前味:苔蘚,中味:薰衣草、杜松,後味:檀木、琥珀、麝香
"4.8折Acca Kappa 白麝香香水 100ML 現貨 廠商直送滿額折$80$2,100$999已售出 10桃園市楊梅區找相似",https://shopee.tw/Acca-Kappa-白麝香香水-100ML-現貨-廠商直送-i.116304162.7391531658?sp_atk=5db6aba2-6102-4124-ad45-876eff5ece1c&xptdk=5db6aba2-6102-4124-ad45-876eff5ece1c,Acca Kappa,商品特色:香調:柑苔調,前味:苔蘚、薰衣草、杜松,中味:麝香木,後味:麝香木、琥珀、檀木
"【超激敗】Acca Kappa 白麝香 香水 50ML  100ML$1,039已售出 102臺北市大同區找相似",https://shopee.tw/【超激敗】Acca-Kappa-白麝香-香水-50ML-100ML-i.4884871.20394832?sp_atk=c70b8a00-fcad-4b9e-acef-f2304711a425&xptdk=c70b8a00-fcad-4b9e-acef-f2304711a425,Acca Kappa,香調:柑橘清新調,前味:苔蘚、薰衣草、杜松,中味:麝香木,後味:麝香、琥珀、檀木
"6折廣告Acca Kappa白麝香古龍水100ML 白麝香淡香水香水古龍水$2,100$1,250已售出 6花蓮縣花蓮市找相似",https://shopee.tw/Acca-Kappa白麝香古龍水100ML-白麝香淡香水香水古龍水-i.603888869.15510890449?sp_atk=e000a57a-310b-4e1a-a3ef-55f1b0e65733&xptdk=e000a57a-310b-4e1a-a3ef-55f1b0e65733,Acca Kappa,香調:柑苔調,前味:檸檬、佛手柑、杜松子,中味:小荳蔻、薰衣草,後味:白麝香、琥珀、雪松
"蝦皮優選ACCA KAPPA 紫藤花淡香精15ml/100ml 隨身香水筆$620 - $2,190已售出 6新北市林口區找相似",https://shopee.tw/ACCA-KAPPA-紫藤花淡香精15ml-100ml-隨身香水筆-i.243811.9253463524?sp_atk=9e2977f1-5a71-416b-ba6d-a850db5d4921&xptdk=9e2977f1-5a71-416b-ba6d-a850db5d4921,Acca Kappa,,前味:西西里亞島檸檬、義大利佛手柑、瓜果,中味:紫藤花、白百合、木蘭花、丁香,後味:向日葵、琥珀、香草、麝香、檀香
"◆NANA◆ ACCA KAPPA 白麝香 香水 50ML  100ml TESTER$749 - $1,020已售出 54臺北市大同區找相似",https://shopee.tw/◆NANA◆-ACCA-KAPPA-白麝香-香水-50ML-100ml-TESTER-i.357737.5554793?sp_atk=0322ef64-5e66-4972-9c14-432fdcb97ebb&xptdk=0322ef64-5e66-4972-9c14-432fdcb97ebb,Acca Kappa,,商品規格分類蝦皮購物美妝保養香水、香氛品牌AccaKappa香水濃度EDP、香水質地噴霧商品數量44出貨地臺北市大同區商品詳情前味:苔蘚,中味:薰衣草、杜松,後味:檀木、琥珀、麝香
❤️愛妮❤️Acca Kappa 白麝香 中性淡香水 / 淡香精 15ml /50ml / 100ml /tester$940已售出 125高雄市路竹區找相似,https://shopee.tw/❤️愛妮❤️Acca-Kappa-白麝香-中性淡香水-淡香精-15ml-50ml-100ml-tester-i.48341460.1096859074?sp_atk=a635c777-74b7-47eb-af84-ed17d589eb40&xptdk=a635c777-74b7-47eb-af84-ed17d589eb40,Acca Kappa,香調:清新柑苔調,前味:苔蘚,中味:薰衣草、杜松,後味:檀木、琥珀、麝香
"波妮香水♥ Acca Kappa 白麝香 淡香水 100ml Tester$1,050已售出 271新北市新店區找相似",https://shopee.tw/波妮香水♥-Acca-Kappa-白麝香-淡香水-100ml-Tester-i.81930378.1752399862?sp_atk=233e0f76-2042-458a-8b07-b4362678dba7&xptdk=233e0f76-2042-458a-8b07-b4362678dba7,Acca Kappa,,商品規格分類蝦皮購物美妝保養香水、香氛品牌AccaKappa性別女性香水濃度EDT、淡香水質地噴霧商品數量76出貨地新北市新店區商品詳情前味:苔蘚,中味:薰衣草、杜松,後味:檀木、琥珀、麝香
