title,link,note,top_note,heart_note,base_note
全新BANANA REPUBLIC ALABASTER 雪花淡香精$990桃園市中壢區找相似,https://shopee.tw//全新BANANA-REPUBLIC-ALABASTER-雪花淡香精-i.6997609.12086621959?sp_atk=cbfeb7c6-fd8b-454e-bb07-06e8bf4f1d71&xptdk=cbfeb7c6-fd8b-454e-bb07-06e8bf4f1d71,香調:木質花香調,前味:槴子花瓣、蓮花、橘子花,中味:月下香、野薔薇、忍冬,後味:麝香、白龍涎香、西杉木
Banana Republic M 男人香淡香水 125ml$999已售出 1找相似,https://shopee.tw//Banana-Republic-M-男人香淡香水-125ml-i.2761441.8378576625?sp_atk=e0ba855a-11b7-438f-80a8-7675ca7bf4e5&xptdk=e0ba855a-11b7-438f-80a8-7675ca7bf4e5,,前調:萊姆、佛手柑、濕葉香,中調:薰衣草、鼠尾草、紫蘿蘭葉,後調:白麝香、薰草豆、檀香木
【魔力】Banana Republic Classic  香蕉共和國 新 傳奇經典 中性香水 125ml$830臺北市中正區找相似,https://shopee.tw//【魔力】Banana-Republic-Classic-香蕉共和國-新-傳奇經典-中性香水-125ml-i.254299890.7191034156?sp_atk=5179940a-7c14-4496-8391-cc8bc7449785&xptdk=5179940a-7c14-4496-8391-cc8bc7449785,香調:柑橘清新調,前味:柑橘、葡萄柚、佛手柑,中味:鼠尾草、薑根、薰衣草,後味:麝香、香柏木、木質香
TESTER香水💕💕 Banana Republic Rosewood 香蕉共和國 香木女性淡香精 100ml$870高雄市新興區找相似,https://shopee.tw//TESTER香水💕💕-Banana-Republic-Rosewood-香蕉共和國-香木女性淡香精-100ml-i.190487112.5437008034?sp_atk=4aad29ed-636a-4a83-b077-cb119d01fc1d&xptdk=4aad29ed-636a-4a83-b077-cb119d01fc1d,,前味:佛手柑香檳、紅醋栗,中味:釉瓣、木蘭花、白茶樹葉,後味:白龍涎香、妥魯香膠、麝香
【CAROL】Banana Republic M 男人香男性淡香水125ml$820臺北市大同區找相似,https://shopee.tw//【CAROL】Banana-Republic-M-男人香男性淡香水125ml-i.484653339.11320803223?sp_atk=bae170be-2316-4505-bc49-ee64651cc5d4&xptdk=bae170be-2316-4505-bc49-ee64651cc5d4,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BANANAREPUBLIC性別男性香水濃度EDT、淡香水質地噴霧商品數量99出貨地臺北市大同區商品詳情香調:柑橘清新調,前味:萊姆、濕葉香、佛手柑,中味:紫蘿蘭葉、鼠尾草、薰衣草,後味:薰草豆、檀香木、白麝香
蝦皮優選《試香》Banana Republic Black Walnut 黑胡桃木男性淡香水 試香紙$35 - $99已售出 11新北市汐止區找相似,https://shopee.tw//《試香》Banana-Republic-Black-Walnut-黑胡桃木男性淡香水-試香紙-i.1559866.7294687053?sp_atk=459a8ab8-3ba7-4e68-b63d-f47e4ab219ac&xptdk=459a8ab8-3ba7-4e68-b63d-f47e4ab219ac,香調:木質芳香香調,前味:干邑白蘭地,中味:菸草,後味:維吉尼亞雪松
"【香舍】BANANA REPUBLIC 香蕉共和國 Cordovan 哥多華 男性淡香水 100ML$1,050新北市三重區找相似",https://shopee.tw//【香舍】BANANA-REPUBLIC-香蕉共和國-Cordovan-哥多華-男性淡香水-100ML-i.8051503.12341880350?sp_atk=0bbeff5c-3ba1-45f1-97ac-8aecc2e37b94&xptdk=0bbeff5c-3ba1-45f1-97ac-8aecc2e37b94,香調:木質清新調,前味:無花果葉、佛手柑,中味:杜松果、薰衣草、肉豆蔻,後味:葡萄皮、香根草、鳶尾草
"蝦皮優選8.1折BANANA REPUBLIC香蕉共和國 Malachite孔雀石女性淡香精100ml$1,080$880已售出 2新北市林口區找相似",https://shopee.tw//BANANA-REPUBLIC香蕉共和國-Malachite孔雀石女性淡香精100ml-i.243811.8422264076?sp_atk=d3ae5b28-f300-4726-b317-6bd03a43b15d&xptdk=d3ae5b28-f300-4726-b317-6bd03a43b15d,,前味:香水百合、胡椒、芒果青,中味:冬梨、薔薇、康乃馨、牡丹,後味:檀香、香草、麝香
"4折廣告【買一送一】🔆粉/綠/黃邂逅香水 粉紅甜蜜淡香水 EDT 女生香水 女香 持久EDT 女士魅力香水100ml滿額折$1002 件 9.6折$1,169 - $2,199新竹市北區找相似",https://shopee.tw//【買一送一】🔆粉-綠-黃邂逅香水-粉紅甜蜜淡香水-EDT-女生香水-女香-持久EDT-女士魅力香水100ml-i.2751930.21403737071?sp_atk=fdc1255d-4469-43c5-9ba9-95478d3d6df2&xptdk=fdc1255d-4469-43c5-9ba9-95478d3d6df2,🎀黃邂逅濃香香調:花香西普調前調:粉紅胡椒中調:茉莉鳶尾花後調:廣藿香香草麝香屬性:女香,💙蔚藍香精前調:檸檬、皮香檸檬、薄荷、艾蒿中調:薰草、老鸛、綠葉、菠蘿後調:雪松、檀香木、龍塑劇、零陵香豆,🎀粉紅甜蜜/粉邂逅淡香前調..葡萄柚、木梨中調:茉莉、風信子後調:麝香、鳶尾花、雪松,🎀綠色氣息/綠邂逅前調..檸檬、雪松中調..粉紅胡椒、鳳眼蘭、茉莉後調:柚木、鳶尾花、琥珀、廣藿香、香草根
"【香舍】Banana Republic Wildbloom Rouge 香蕉共和國 盛放時芬·嫣花 女性淡香精100ML$1,099新北市三重區找相似",https://shopee.tw//【香舍】Banana-Republic-Wildbloom-Rouge-香蕉共和國-盛放時芬·嫣花-女性淡香精100ML-i.8051503.4570518377?sp_atk=03b03ce0-8afa-4c78-a792-21790ee51d76&xptdk=03b03ce0-8afa-4c78-a792-21790ee51d76,香調:柑橘花香調,前味:青蘋果、佛手柑、新鮮小柑橘、番石榴、梅子,中味:木蘭花、小蒼蘭花瓣、茉莉花、水繡球,後味:琥珀、麝香、檀香
"🔥現貨🔥 Banana Republic Rosewood 香蕉共和國 玫瑰香木女性淡香精 100ml 隨貨附發票 夢鹿$1,099臺北市大安區找相似",https://shopee.tw//🔥現貨🔥-Banana-Republic-Rosewood-香蕉共和國-玫瑰香木女性淡香精-100ml-隨貨附發票-夢鹿-i.74574358.17022072871?sp_atk=0757f094-92de-4e20-8054-0ed5004e1a9c&xptdk=0757f094-92de-4e20-8054-0ed5004e1a9c,香調:東方花香調,前味:香檳、紅醋栗、佛手柑,中味:白茶樹葉、木蘭花、釉瓣,後味:麝香、白龍涎香、妥魯香膠
【忙內】Banana Republic Wildbloom 盛放時芬女性淡香精 100ML$875新北市中和區找相似,https://shopee.tw//【忙內】Banana-Republic-Wildbloom-盛放時芬女性淡香精-100ML-i.47798066.8590261603?sp_atk=3cae4528-cb2c-4980-a208-3088a3157ee1&xptdk=3cae4528-cb2c-4980-a208-3088a3157ee1,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BANANAREPUBLIC性別女性香水濃度EDP、香水質地噴霧商品數量2出貨地新北市中和區商品詳情香調:木質花香調,前味:紅心番石榴、金桔、粉紅葡萄柚、梨子果皮,中味:夏威夷大茉莉、蝴蝶蘭、水仙花、山茶花,後味:東加豆、麝香、廣藿香、檀香、粉紅麂皮
"蝦皮優選☆MOMO小屋☆ Banana Republic Alabaster 香蕉共和國 雪花 女性淡香精 100ml$1,099已售出 1臺北市萬華區找相似",https://shopee.tw//☆MOMO小屋☆-Banana-Republic-Alabaster-香蕉共和國-雪花-女性淡香精-100ml-i.2919063.6369138797?sp_atk=b54fffe0-3651-4f39-ba19-b58d20d8c333&xptdk=b54fffe0-3651-4f39-ba19-b58d20d8c333,香調:木質花香調,前味:槴子花瓣、蓮花、橘子花,中味:月下香、野薔薇、忍冬,後味:麝香、白龍涎香、西杉木
分香閣Banana Republic Classic香蕉共和國傳奇經典淡香水 分享瓶分裝瓶小ml小香試管針管香水淡香水古$35 - $100已售出 13花蓮縣花蓮市找相似,https://shopee.tw//分香閣Banana-Republic-Classic香蕉共和國傳奇經典淡香水-分享瓶分裝瓶小ml小香試管針管香水淡香水古-i.630102045.11882887628?sp_atk=7ba49aa7-9016-467a-be9d-01c78e8e998c&xptdk=7ba49aa7-9016-467a-be9d-01c78e8e998c,,前味:佛手柑、新鮮葡萄柚、柑橘,中味:薰衣草、薑根、茂盛葉香,後味:柏木、金黃木香、性感麝香
廣告【Le Labo】香水實驗室 33檀香木 22佛手柑 31玫瑰 29紅茶 13別樣 10東京癒創木 香水試香小香小樣6 件 9.4折$60 - $180已售出 851找相似,https://shopee.tw//【Le-Labo】香水實驗室-33檀香木-22佛手柑-31玫瑰-29紅茶-13別樣-10東京癒創木-香水試香小香小樣-i.13050886.15464710899?sp_atk=472911e8-8ca4-4410-849f-cecc0ea1b260&xptdk=472911e8-8ca4-4410-849f-cecc0ea1b260,香調:花香甘苔調,前調:生薑茉莉,中調:香檸檬橙花雪松香根草,後調:黃葵梨麝香
"【Banana Republic Alabaster 香蕉共和國】雪花女性淡香精(100ML)$1,700彰化縣員林市找相似",https://shopee.tw//【Banana-Republic-Alabaster-香蕉共和國】雪花女性淡香精(100ML)-i.141511196.5386903767?sp_atk=4f7399d8-ed68-476a-882f-b78c1c2e9408&xptdk=4f7399d8-ed68-476a-882f-b78c1c2e9408,商品規格分類蝦皮購物美妝保養香水、香氛品牌BANANAREPUBLIC性別女性質地噴霧商品數量1出貨地彰化縣員林市商品詳情香調:木質花香調,前味:槴子花瓣、蓮花、橘子花,中味:月下香、野薔薇、忍冬,後味:麝香、白龍涎香、西杉木
【GH】Banana Republic Classic 香蕉共和國中性淡香水125ML$845臺北市中正區找相似,https://shopee.tw//【GH】Banana-Republic-Classic-香蕉共和國中性淡香水125ML-i.346607048.11105539872?sp_atk=0266596a-c281-4d38-9eea-02088021f4b8&xptdk=0266596a-c281-4d38-9eea-02088021f4b8,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BANANAREPUBLIC性別男女通用香水濃度EDT、淡香水質地噴霧商品數量2出貨地臺北市中正區商品詳情香調:柑橘清新調,前味:柑橘、葡萄柚、佛手柑,中味:鼠尾草、薑根、薰衣草,後味:麝香、香柏木、木質香
"【BANANA REPUBLIC】盛放時芬淡香精 100ml 最低價 現貨供應中$1,000新北市土城區找相似",https://shopee.tw//【BANANA-REPUBLIC】盛放時芬淡香精-100ml-最低價-現貨供應中-i.30897502.3776845357?sp_atk=5e53af71-cca8-4192-b9ca-86a7bd4d744b&xptdk=5e53af71-cca8-4192-b9ca-86a7bd4d744b,,"前味:紅心番石榴、金桔、粉紅葡萄柚,以及新鮮梨子果皮",中味:水仙花、夏威夷大茉莉、原生蝴蝶蘭、野生山茶花,"後味:廣藿香、檀香、東加豆、麝香,以及粉紅麂皮"
蝦皮優選《試香》Banana Republic M 男人香男性淡香水 試香紙$30 - $80已售出 4新北市汐止區找相似,https://shopee.tw//《試香》Banana-Republic-M-男人香男性淡香水-試香紙-i.1559866.6913477005?sp_atk=398c3cd7-4f23-4597-81bc-774be2d65c30&xptdk=398c3cd7-4f23-4597-81bc-774be2d65c30,香調:柑橘芳香香調,"前味:無花果葉,李子,柑橘香","中味:鼠尾草,迷迭香,茉莉","後味:麝香,雪松,檀木"
"4.4折廣告限時特價5天 免運 C中性淡香水 100ml 藍風鈴 英國梨 one be  男性香水 女性香水滿額贈$399 - $1,399已售出 30桃園市大園區找相似",https://shopee.tw//限時特價5天-免運-C中性淡香水-100ml-藍風鈴-英國梨-one-be-男性香水-女性香水-i.468245199.16765461949?sp_atk=df2295fb-737f-4944-8759-865e31ef2c9a&xptdk=df2295fb-737f-4944-8759-865e31ef2c9a,香調:柑苔果香調,前味:佛手柑、荳蔻、新鮮鳳梨、木瓜、檸檬,中味:茉莉花、鈴蘭、玫瑰、肉荳蔻、百合、鳶尾草,後味:麝香、琥珀、檀香、雪鬆、橡木苔
BANANA REPUBLIC 香蕉共和國 Wild bloom 盛放時芬 女性淡香精100ml◆NANA◆$899臺北市大同區找相似,https://shopee.tw//BANANA-REPUBLIC-香蕉共和國-Wild-bloom-盛放時芬-女性淡香精100ml◆NANA◆-i.357737.6172463657?sp_atk=e8b07712-3701-4874-92e6-2098fb4652df&xptdk=e8b07712-3701-4874-92e6-2098fb4652df,香調:木質花香調,前味:紅心番石榴、金桔、粉紅葡萄柚、梨子果皮,中味:夏威夷大茉莉、蝴蝶蘭、水仙花、山茶花,後味:東加豆、麝香、廣藿香、檀香、粉紅麂皮
"【溱品嚴選】Banana Republic 香蕉共和國 6號黑鉑金 中性淡香精 75ml / 75ml TESTER滿額折$30$1,290 - $1,590臺南市東區找相似",https://shopee.tw//【溱品嚴選】Banana-Republic-香蕉共和國-6號黑鉑金-中性淡香精-75ml-75ml-TESTER-i.11741397.10455182626?sp_atk=4a567fcd-3e27-4204-95bf-d0e0a5bd188f&xptdk=4a567fcd-3e27-4204-95bf-d0e0a5bd188f,,前味:粉紅胡椒、檸檬、仙人掌果,中味:橙花、苔、茉莉,後味:皮革、廣藿香、琥珀
"Banana Republic Classic 香蕉共和國 經典中性淡香水 125ml$1,350已售出 2找相似",https://shopee.tw//Banana-Republic-Classic-香蕉共和國-經典中性淡香水-125ml-i.2761441.1703926274?sp_atk=8a85faa0-2cf0-4250-9f53-ce7fab47db7a&xptdk=8a85faa0-2cf0-4250-9f53-ce7fab47db7a,香調:清新柑橘調,前味:佛手柑、柑橘、葡萄柚,中味:鼠尾草、薑根、薰衣草,後味:木質香、香柏木、麝香
【忙內】Banana Republic Slate 清新男性淡香水 100ML$988新北市中和區找相似,https://shopee.tw//【忙內】Banana-Republic-Slate-清新男性淡香水-100ML-i.47798066.11331142754?sp_atk=f9f59819-f0c1-461b-a6e7-47eba8b3747e&xptdk=f9f59819-f0c1-461b-a6e7-47eba8b3747e,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BANANAREPUBLIC性別男性香水濃度EDT、淡香水質地噴霧商品數量2出貨地新北市中和區商品詳情香調:東方清新調,前味:小荳蔻、黑胡椒、干邑白蘭地,中味:鼠尾草、肉豆蔻、菸草葉,後味:香柏木、麝香
原裝沾式小香】Banana Republic Wildbloom 盛放時芬女性淡香精 7.5ml《外盒色差》滿額折$5$190高雄市三民區找相似,https://shopee.tw//原裝沾式小香】Banana-Republic-Wildbloom-盛放時芬女性淡香精-7.5ml《外盒色差》-i.252789902.8068577731?sp_atk=aa56f4a1-23d3-474d-86d7-35eb9527c884&xptdk=aa56f4a1-23d3-474d-86d7-35eb9527c884,香調:西普花香香調,"前味:葡萄柚,桔,番石榴,梨","中味:蘭花,黃蘭花,茶花,繡球花","後味:麝香,檀木,廣藿香,薰香豆,沉香木,麂皮"
【金萊美】Banana Republic 香蕉共和國典藏女性淡香精 分裝試管 2.5ML$55 - $100已售出 4彰化縣員林市找相似,https://shopee.tw//【金萊美】Banana-Republic-香蕉共和國典藏女性淡香精-分裝試管-2.5ML-i.117900058.2730312440?sp_atk=97463d70-879a-45a0-ae81-498a3ec99674&xptdk=97463d70-879a-45a0-ae81-498a3ec99674,,"前味:黑醋栗花苞,桂花,荔枝,佛手柑","中味:牡丹,粉紅茉莉,摩洛哥玫瑰,百合","後味:溫暖麝香,珍貴木質香"
Banana Republic Wildbloom 盛放時芬女性淡香精 100ml$700高雄市大社區找相似,https://shopee.tw//Banana-Republic-Wildbloom-盛放時芬女性淡香精-100ml-i.3821533.13445423917?sp_atk=e25dbba4-e77f-40af-9341-e9ef26771811&xptdk=e25dbba4-e77f-40af-9341-e9ef26771811,香調:木質花香調,前味:紅心番石榴、金桔、粉紅葡萄柚、梨子果皮,中味:夏威夷大茉莉、蝴蝶蘭、水仙花、山茶花,後味:東加豆、麝香、廣藿香、檀香、粉紅麂皮
【超激敗】Banana Republic 香蕉共和國 盛放時芬 女性淡香精 100ML Wildbloom$879已售出 1臺北市大同區找相似,https://shopee.tw//【超激敗】Banana-Republic-香蕉共和國-盛放時芬-女性淡香精-100ML-Wildbloom-i.4884871.5268500818?sp_atk=92cfe04d-0f93-46eb-8637-9c0b02538577&xptdk=92cfe04d-0f93-46eb-8637-9c0b02538577,香調:木質花香調,前味:紅心番石榴、金桔、粉紅葡萄柚、梨子果皮,中味:夏威夷大茉莉、蝴蝶蘭、水仙花、山茶花,後味:東加豆、麝香、廣藿香、檀香、粉紅麂皮
分香閣Banana Republic Slate香蕉共和國清新男性淡香水 分享瓶分裝瓶小ml小香試管針管香水淡香水古龍水$35 - $100已售出 3花蓮縣花蓮市找相似,https://shopee.tw//分香閣Banana-Republic-Slate香蕉共和國清新男性淡香水-分享瓶分裝瓶小ml小香試管針管香水淡香水古龍水-i.630102045.10282937814?sp_atk=542de9ac-2e99-49e3-a80e-e81d19586b32&xptdk=542de9ac-2e99-49e3-a80e-e81d19586b32,,前味:小荳蔻、黑胡椒、干邑白蘭地,中味:鼠尾草、肉豆蔻、菸草葉,後味:香柏木、麝香
Banana Republic Malachite 孔雀石女性淡香精 100ml(全新包裝）$990臺中市西區找相似,https://shopee.tw//Banana-Republic-Malachite-孔雀石女性淡香精-100ml(全新包裝）-i.76093498.13674963521?sp_atk=bc4238cd-345d-485e-a311-873f7708f14c&xptdk=bc4238cd-345d-485e-a311-873f7708f14c,香調:東方花香調,前味:香水百合、胡椒、芒果青,中味:冬梨、薔薇、康乃馨、牡丹,後味:檀香、香草、麝香
"Banana Republic Wildbloom 香蕉共和國 盛放時芬女性淡香精滿額折$15$900 - $1,000高雄市三民區找相似",https://shopee.tw//Banana-Republic-Wildbloom-香蕉共和國-盛放時芬女性淡香精-i.252789902.6757487793?sp_atk=2f07516f-eb1d-462d-a8fb-26cc92075c05&xptdk=2f07516f-eb1d-462d-a8fb-26cc92075c05,,前味:金桔、紅心番石榴、粉紅葡萄柚、梨子果皮,中味:山茶花、水仙花、夏威夷大茉莉、蝴蝶蘭,後味:東加豆、粉紅麂皮、廣藿香、檀香、麝香
"【喬雅】Banana Republic Slate 清新男性淡香水100ml$1,090臺北市中正區找相似",https://shopee.tw//【喬雅】Banana-Republic-Slate-清新男性淡香水100ml-i.480930941.10879843824?sp_atk=fd13ab47-3266-4fd9-befc-fc9e763ddb8f&xptdk=fd13ab47-3266-4fd9-befc-fc9e763ddb8f,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌BANANAREPUBLIC性別男性香水濃度EDT、淡香水質地噴霧商品數量2出貨地臺北市中正區商品詳情香調:東方清新調,前味:小荳蔻、黑胡椒、干邑白蘭地,中味:鼠尾草、肉豆蔻、菸草葉,後味:香柏木、麝香
"【香舍】BANANA REPUBLIC 香蕉共和國 Cordovan 哥多華 男性淡香水 100ML$1,050新北市三重區找相似",https://shopee.tw//【香舍】BANANA-REPUBLIC-香蕉共和國-Cordovan-哥多華-男性淡香水-100ML-i.8051503.12341880350?sp_atk=59076e77-954d-4c5c-98c2-821d2ff2a644&xptdk=59076e77-954d-4c5c-98c2-821d2ff2a644,香調:木質清新調,前味:無花果葉、佛手柑,中味:杜松果、薰衣草、肉豆蔻,後味:葡萄皮、香根草、鳶尾草
🔆試香🔆 香蕉共和國 Banana Republic Alabaster 雪花女性淡香精 分裝$40 - $120已售出 2高雄市三民區找相似,https://shopee.tw//🔆試香🔆-香蕉共和國-Banana-Republic-Alabaster-雪花女性淡香精-分裝-i.235864816.6970007037?sp_atk=5a0f699b-8485-4991-9cc4-ddef81565cbe&xptdk=5a0f699b-8485-4991-9cc4-ddef81565cbe,,商品規格分類蝦皮購物美妝保健香水、香氛精油、試管小香與其他品牌BANANAREPUBLIC性別女性商品數量7出貨地高雄市三民區商品詳情前味:蓮花、橘子花、槴子花瓣,中味:野薔薇、忍冬、月下香,後味:麝香、西杉木、白龍涎香
