title,link,search_term,note,top_note,heart_note,base_note
【寶兒美妝】~100ml~ The Body Shop 綠麝香晨露淡雅香水 (有效期 2023/02)$980已售出 334臺北市松山區找相似,https://shopee.tw/【寶兒美妝】~100ml~-The-Body-Shop-綠麝香晨露淡雅香水-(有效期-2023-02)-i.34835632.1078808200?sp_atk=eeeefd30-243a-4228-a084-923413f47f84&xptdk=eeeefd30-243a-4228-a084-923413f47f84,THE BODY SHOP,,前味:綠色西洋梨、佛手柑,中味:鈴蘭、紫羅蘭葉、茉莉、玫瑰,後味:麝香、廣藿香、香草
"【七三七香水精品】THE BODY SHOP 白麝香 女性淡香水 舊包裝$1,250已售出 3臺北市萬華區找相似",https://shopee.tw/【七三七香水精品】THE-BODY-SHOP-白麝香-女性淡香水-舊包裝-i.2761441.6518377028?sp_atk=b34e08f5-9b50-49f5-a5f8-97829f390739&xptdk=b34e08f5-9b50-49f5-a5f8-97829f390739,THE BODY SHOP,,前味:麝香、白松香、伊蘭伊蘭、羅勒,中味:麝香、東方茉莉、百合、玫瑰,後味:麝香、鳶尾花、香草、琥珀、廣藿香、蜜桃
蝦皮優選(現貨/新版) The body shop 黑麝香淡雅香水30ml 平輸正品 空運進口 麝香香水 美體小舖 黑麝香 麝香$790已售出 3臺中市潭子區找相似,https://shopee.tw/(現貨-新版)-The-body-shop-黑麝香淡雅香水30ml-平輸正品-空運進口-麝香香水-美體小舖-黑麝香-麝香-i.11609706.13705338430?sp_atk=188482ed-ecb0-4243-87fd-9cca51b746c7&xptdk=188482ed-ecb0-4243-87fd-9cca51b746c7,THE BODY SHOP,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌THEBODYSHOP美體小舖香水濃度EDP、香水質地噴霧商品數量3出貨地臺中市潭子區商品詳情前味:馬爾他粉紅水梨、紅胡椒、佛手柑,中味:甘草根、紫茉莉,後味:黑麝香、黑香草、廣藿香
梅子的店╭＊美體小舖【THE BODY SHOP 白麝香花戀香水-15ML(代購)】專櫃正品$750找相似,https://shopee.tw/梅子的店╭＊美體小舖【THE-BODY-SHOP-白麝香花戀香水-15ML(代購)】專櫃正品-i.8905517.7894887147?sp_atk=c612a7ba-42b1-4ac3-aa1c-7ce4e373f77f&xptdk=c612a7ba-42b1-4ac3-aa1c-7ce4e373f77f,THE BODY SHOP,,前味:佛手柑、粉紅胡椒、小蒼蘭,中味:紅蘋果、鳶尾花、玫瑰,後味:琥珀、雪松、檀香、麝香
富士山綠茶淨化古龍水FUJI GREEN TEA EAU DE COLOGNE室香$15 - $55已售出 16新北市新店區找相似,https://shopee.tw/富士山綠茶淨化古龍水FUJI-GREEN-TEA-EAU-DE-COLOGNE室香-i.2165175.1892225342?sp_atk=af534e10-4bad-46e2-8e26-718ec3248ae4&xptdk=af534e10-4bad-46e2-8e26-718ec3248ae4,THE BODY SHOP,,前味:佛手柑,中味:日本富士山綠茶,後味:白色花香、迷迭香
"梅子的店╭＊美體小舖【THE BODY SHOP Bold Ambition 琥珀雪松 香水-50ML】專櫃正品$1,390找相似",https://shopee.tw/梅子的店╭＊美體小舖【THE-BODY-SHOP-Bold-Ambition-琥珀雪松-香水-50ML】專櫃正品-i.8905517.4862153554?sp_atk=06207405-c504-4a4c-ae6d-71ea76685d75&xptdk=06207405-c504-4a4c-ae6d-71ea76685d75,THE BODY SHOP,,前味:柑橘,中味:琥珀、佛手柑,後味:雪松
THE BODY SHOP 美體小舖 白麝香 香水$649臺北市文山區找相似,https://shopee.tw/THE-BODY-SHOP-美體小舖-白麝香-香水-i.30676561.12977111293?sp_atk=a13dff2f-82aa-44b6-b0dc-47c9de15db2a&xptdk=a13dff2f-82aa-44b6-b0dc-47c9de15db2a,THE BODY SHOP,,前味:佛手柑、粉紅胡椒、小蒼蘭,中味:紅蘋果、鳶尾花、玫瑰,後味:琥珀、雪松」
"全新 THE BODY SHOP 花麝香淡雅香水-60ML$1,450新竹市東區找相似",https://shopee.tw/全新-THE-BODY-SHOP-花麝香淡雅香水-60ML-i.3113552.5591054553?sp_atk=79689e59-e54d-42f8-911b-6afa4dc71350&xptdk=79689e59-e54d-42f8-911b-6afa4dc71350,THE BODY SHOP,,前味:柑橘、佛手柑,中味:牡丹、鈴蘭,後味:東加豆、麝香
【香水分裝】Arber 亞柏 EDT(the body shop)$130已售出 3基隆市安樂區找相似,https://shopee.tw/【香水分裝】Arber-亞柏-EDT(the-body-shop)-i.492033.764699834?sp_atk=4920704b-b5ca-4cbc-84b7-62f81a83283d&xptdk=4920704b-b5ca-4cbc-84b7-62f81a83283d,THE BODY SHOP,,前調:橙子青檸老鸛草,中調:芫荽薄荷西瓜,後調:檀香木零陵香豆香根草
英倫香氛 TROPICAL PAPAYA (似 THE BODY SHOP 熱帶木瓜)香精 香精油 香氛  香水$135 - $340已售出 1南投縣南投市找相似,https://shopee.tw/英倫香氛-TROPICAL-PAPAYA-(似-THE-BODY-SHOP-熱帶木瓜)香精-香精油-香氛-香水-i.3381806.2415321667?sp_atk=76131df3-d03c-42f7-bb6a-267499af6038&xptdk=76131df3-d03c-42f7-bb6a-267499af6038,THE BODY SHOP,,商品規格分類蝦皮購物美妝保健香水、香氛精油、試管小香與其他質地其他商品數量199出貨地南投縣南投市商品詳情前味:木瓜橘子芒果香瓜梨子,中味:蘋果小蒼蘭百合,後味:油桃西洋李子
現貨在台 分裝瓶 10ml  THE BODY SHOP 花麝香 淡雅香水 售出不退 香味因人而異請自行確認後下單滿額折$2多件優惠$55已售出 4新北市中和區找相似,https://shopee.tw/現貨在台-分裝瓶-10ml-THE-BODY-SHOP-花麝香-淡雅香水-售出不退-香味因人而異請自行確認後下單-i.439935.8821997545?sp_atk=879bc110-132d-4e69-9c21-454e525326b8&xptdk=879bc110-132d-4e69-9c21-454e525326b8,THE BODY SHOP,,前味:清甜果香柑橘、佛手柑,中味:淡雅花香牡丹、鈴蘭,後味:甜蜜芬芳東加豆、麝香
