title,link,search_term,note,top_note,heart_note,base_note
"蝦皮優選~歐巴&歐尼~Marc Jacobs Daisy雛菊系列小香四入禮盒4ml*4$299 - $1,250已售出 45新北市三重區找相似",https://shopee.tw/~歐巴-歐尼~Marc-Jacobs-Daisy雛菊系列小香四入禮盒4ml*4-i.7520398.5674731537?sp_atk=2430b4e9-358e-4d63-83bb-5968e416d9b8&xptdk=2430b4e9-358e-4d63-83bb-5968e416d9b8,MARC JACOBS,香調:木質花香調、誘人美食調,前味:雲莓、葡萄柚、佛手柑,中味:雛菊花瓣、茉莉花瓣、新鮮奶油、Paradisone,後味:浮木、喀什米爾麝香
"蝦皮優選香親香愛～Marc Jacobs MJ 清甜雛菊淡香水 125ml, Daisy Eau So Fresh$1,738已售出 230臺北市大同區找相似",https://shopee.tw/香親香愛～Marc-Jacobs-MJ-清甜雛菊淡香水-125ml-Daisy-Eau-So-Fresh-i.1285345.14012914?sp_atk=d16f4982-e2a3-445d-b401-5ecec64a6b59&xptdk=d16f4982-e2a3-445d-b401-5ecec64a6b59,MARC JACOBS,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌MARCJACOBS性別女性香水濃度EDT、淡香水質地噴霧商品數量5出貨地臺北市大同區商品詳情香調:清新花香調,"前味:覆盆莓,紅葡萄柚,青翠綠葉,洋梨","中味:紫羅蘭,野生玫瑰,蘋果花,荔枝,茉莉花瓣","後味:麝香,梅子,雪松"
"✰YENGEE✰Marc Jacobs 潑! RAIN 雨 中性淡香水 限定款 100ml/TESTER$1,249 - $1,289已售出 60臺北市大同區找相似",https://shopee.tw/✰YENGEE✰Marc-Jacobs-潑!-RAIN-雨-中性淡香水-限定款-100ml-TESTER-i.20782639.1123202451?sp_atk=796d28f1-2641-4eba-bba4-ff847a237b6d&xptdk=796d28f1-2641-4eba-bba4-ff847a237b6d,MARC JACOBS,,前味:沾有露水的青草、野苺、克萊蒙小柑橘,中味:熱帶雨調和香調、西番蓮、白色蘭花,後味:琥珀、樹苔、麝香
"8折Marc Jacobs Skies小雛菊天空之鏡限量版淡香水(50ml) EDT-公司貨 廠商直送滿額折$220$2,900$2,319桃園市楊梅區找相似",https://shopee.tw/Marc-Jacobs-Skies小雛菊天空之鏡限量版淡香水(50ml)-EDT-公司貨-廠商直送-i.116304162.16024625848?sp_atk=6310b2bb-0e0e-49e6-a693-3aebb91e938e&xptdk=6310b2bb-0e0e-49e6-a693-3aebb91e938e,MARC JACOBS,,前味:木瓜、紫羅蘭葉、天藍礦物,中味:蓮花、茉莉花、紫羅蘭、天然香氣,後味:海藻、麝香、檀香木
"4.9折Marc Jacobs 清甜雛菊女性淡香水(30ml / 75ml / 125ml / TESTER)-公司貨【美麗購】滿額折$30$3,900$1,898已售出 12苗栗縣後龍鎮找相似",https://shopee.tw/Marc-Jacobs-清甜雛菊女性淡香水(30ml-75ml-125ml-TESTER)-公司貨【美麗購】-i.10594066.5237057868?sp_atk=17ad6163-c28f-4b1c-b935-9a59ba39badf&xptdk=17ad6163-c28f-4b1c-b935-9a59ba39badf,MARC JACOBS,,前味:覆盆莓、紅葡萄柚、青翠綠葉、洋梨,中味:紫蘿蘭、野生玫瑰、蘋果花、荔枝、茉莉花瓣,後味:麝香、梅子、雪松
"蝦皮優選香親香愛～Marc Jacobs MJ 親愛雛菊女性淡香水 100ml Tester/30ml, Daisy Love$1,378 - $1,998已售出 11臺北市大同區找相似",https://shopee.tw/香親香愛～Marc-Jacobs-MJ-親愛雛菊女性淡香水-100ml-Tester-30ml-Daisy-Love-i.1285345.1632987201?sp_atk=0453e481-c797-43b9-95fd-65e23da36d43&xptdk=0453e481-c797-43b9-95fd-65e23da36d43,MARC JACOBS,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌MARCJACOBS性別女性香水濃度EDT、淡香水質地噴霧商品數量19出貨地臺北市大同區商品詳情香調:清新花香調,"前味:雲莓,葡萄柚,佛手柑","中味:雛菊花瓣,茉莉花瓣,新鮮奶油,Paradisone","後味:浮木,喀什米爾麝香"
蝦皮優選☆YOYO小棧☆ Marc Jacobs Daisy 小雛菊  女性淡香水 4ML (沾式)$269已售出 127臺北市萬華區找相似,https://shopee.tw/☆YOYO小棧☆-Marc-Jacobs-Daisy-小雛菊-女性淡香水-4ML-(沾式)-i.2921966.1289835350?sp_atk=cf62d8eb-941d-473d-8f87-f84e58aed427&xptdk=cf62d8eb-941d-473d-8f87-f84e58aed427,MARC JACOBS,香調:柔美花香調、清新花香調,前味:粉紅葡萄柚、野生草莓、紫羅蘭葉,中味:茉莉花、梔子花、紫羅蘭,後味:珍木、香草、麝香
"蝦皮優選Marc Jacobs Daisy Dream 雛菊之夢女性淡香水100ml/TESTER$1,380已售出 2新北市林口區找相似",https://shopee.tw/Marc-Jacobs-Daisy-Dream-雛菊之夢女性淡香水100ml-TESTER-i.243811.1259909038?sp_atk=eeff24de-c216-477d-b0ec-413a1c664aa5&xptdk=eeff24de-c216-477d-b0ec-413a1c664aa5,MARC JACOBS,,前調:黑莓果、葡萄柚、水梨,中調:茉莉花、荔枝、紫藤花,後調:白木香、麝香、椰子汁
"【艾莉❤美妝小鋪】Marc Jacobs Rain 潑! 中性淡香水限量版_雨 100ml<328-362$1,300已售出 3臺北市中正區找相似",https://shopee.tw/【艾莉❤美妝小鋪】Marc-Jacobs-Rain-潑!-中性淡香水限量版_雨-100ml-328-362-i.2298919.16626667?sp_atk=8f64a329-3c08-4105-b73a-3942b0dcb766&xptdk=8f64a329-3c08-4105-b73a-3942b0dcb766,MARC JACOBS,,前味:沾有露水的青草、野苺、克萊蒙小柑橘,中味:熱帶雨調和香調、西番蓮、白色蘭花,後味:琥珀、樹苔、麝香
蝦皮優選☆YOYO小棧☆ Marc Jacobs 親愛雛菊 甜萌萌限量版 女性淡香水 50ml TESTER-環保盒有蓋$980已售出 3臺北市萬華區找相似,https://shopee.tw/☆YOYO小棧☆-Marc-Jacobs-親愛雛菊-甜萌萌限量版-女性淡香水-50ml-TESTER-環保盒有蓋-i.2921966.7135120006?sp_atk=38ab9c82-c83a-492c-902d-80dd63efb280&xptdk=38ab9c82-c83a-492c-902d-80dd63efb280,MARC JACOBS,,前調:杏桃,中調:桂花,後調:黃金琥珀
