title,link,search_term,note,top_note,heart_note,base_note
蝦皮優選【Le Labo】香水實驗室 33檀香木 22佛手柑 31玫瑰 29紅茶 13別樣 10東京癒創木 2ML 卡片$70 - $100已售出 2.2萬臺中市北區找相似,https://shopee.tw/【Le-Labo】香水實驗室-33檀香木-22佛手柑-31玫瑰-29紅茶-13別樣-10東京癒創木-2ML-卡片-i.5539906.8915782014?sp_atk=c873341a-927c-426d-8817-cbc1fd182523&xptdk=c873341a-927c-426d-8817-cbc1fd182523,Le Labo,香調:木質東方調,前調:香檸、苦橙、葡萄柚,中調:肉豆蔻、橙花,後調:香草
"5ml噴霧玻璃瓶分裝香 Le Labo香水實驗室 香水試香小香小樣3 件折 NT$5$70 - $150已售出 5,954新北市永和區找相似",https://shopee.tw/5ml噴霧玻璃瓶分裝香-Le-Labo香水實驗室-香水試香小香小樣-i.1068261.10560746130?sp_atk=fc1bce89-7b64-4ef0-a406-e3abe0ccdca3&xptdk=fc1bce89-7b64-4ef0-a406-e3abe0ccdca3,Le Labo,香調:花香甘苔調,前調:生薑茉莉,中調:香檸檬橙花雪松香根草,後調:黃葵梨麝香
"6.5折Le Labo 淡香精 30ml/50ml 現貨 蝦皮直送滿額折$220$3,399 - $4,699已售出 155桃園市楊梅區找相似",https://shopee.tw/Le-Labo-淡香精-30ml-50ml-現貨-蝦皮直送-i.116304162.16820123323?sp_atk=376a7649-a289-47d1-9524-54c1ce3a30f7&xptdk=376a7649-a289-47d1-9524-54c1ce3a30f7,Le Labo,,前味:紫羅蘭葉、鳶尾花、紙莎草,中味:小荳蔻、雪松、香根草,後味:檀香木、龍涎香醚
"3.6折廣告買一送一le labo 分裝試香 香水實驗室 33檀香木 22佛手柑 31玫瑰 29紅茶 100ML 男女淡香水2 件 5折$800 - $2,268已售出 122臺南市中西區找相似",https://shopee.tw/買一送一le-labo-分裝試香-香水實驗室-33檀香木-22佛手柑-31玫瑰-29紅茶-100ML-男女淡香水-i.7522019.19506063809?sp_atk=a815be67-f301-40e3-ab62-9d43e6cffc82&xptdk=a815be67-f301-40e3-ab62-9d43e6cffc82,Le Labo,香調:木質香調,前味:擦拭香水10分鐘左右所散發的香氣,中味:擦拭香水30-40分鐘左右所散發的香氣,後味:擦拭香水40-60分鐘左右所散發的香氣
廣告Le labo 香水實驗室 香水 10ml 滴式 33檀木香 29紅茶 31玫瑰 22佛手柑 10東京 46香根草淡香水$280已售出 349找相似,https://shopee.tw/Le-labo-香水實驗室-香水-10ml-滴式-33檀木香-29紅茶-31玫瑰-22佛手柑-10東京-46香根草淡香水-i.13050886.16626334011?sp_atk=2498cf49-f789-4c3d-bb0a-843403b3ce31&xptdk=2498cf49-f789-4c3d-bb0a-843403b3ce31,Le Labo,香調:木質香調,前味:擦拭香水10分鐘左右所散發的香氣,中味:擦拭香水30-40分鐘左右所散發的香氣,後味:擦拭香水40-60分鐘左右所散發的香氣
LE LABO 聖誕 體驗組 專櫃試管 5ml 31玫瑰 33 檀木 29黑茶 13 41 19 27 22 36$265 - $820已售出 67臺北市內湖區找相似,https://shopee.tw/LE-LABO-聖誕-體驗組-專櫃試管-5ml-31玫瑰-33-檀木-29黑茶-13-41-19-27-22-36-i.10919708.12908103010?sp_atk=f8d227ab-0ac7-4ade-a227-9905e6a574ed&xptdk=f8d227ab-0ac7-4ade-a227-9905e6a574ed,Le Labo,香調:木質東方調,前調:香檸檬胡椒公丁香,中調:雪松香根草勞丹脂乳香,後調:癒創木琥珀香草
le labo香水 0.75ml 專櫃包裝紙卡 保證正品 33 13 31 19 41 46 22 25 29$130已售出 7臺北市北投區找相似,https://shopee.tw/le-labo香水-0.75ml-專櫃包裝紙卡-保證正品-33-13-31-19-41-46-22-25-29-i.321314.12229898745?sp_atk=e32b26e0-dcaa-4de0-a444-d851f71044ea&xptdk=e32b26e0-dcaa-4de0-a444-d851f71044ea,Le Labo,主要香調:橙花原精、亞特蘭大雪松精油、安息香精油、東加豆原精,前調:香檸檬胡椒公丁香,中調:雪松香根草勞丹脂乳香,後調:癒創木琥珀香草
"預購 Le Labo Thé Noir 29 黑茶29 香水 10/15/50/100ml$2,399 - $7,450已售出 1臺北市松山區找相似",https://shopee.tw/預購-Le-Labo-Thé-Noir-29-黑茶29-香水-10-15-50-100ml-i.2497757.5718138809?sp_atk=bf16d941-4e52-41cb-842d-c5e6ba9f62bc&xptdk=bf16d941-4e52-41cb-842d-c5e6ba9f62bc,Le Labo,,"前調:佛手柑,無花果,月桂葉","中調:雪松,香根草,麝香","後調:乾草,煙草"
"現貨 +預購｜ Le labo淡香精、檀香33、別樣13、樹果19、玫瑰31、黑茶29$4,750 - $6,880已售出 10新北市中和區找相似",https://shopee.tw/現貨-預購｜-Le-labo淡香精、檀香33、別樣13、樹果19、玫瑰31、黑茶29-i.1405900.9877830427?sp_atk=a2c11b52-f37d-4d5a-843e-c5811f730cd9&xptdk=a2c11b52-f37d-4d5a-843e-c5811f730cd9,Le Labo,香調:龍涎香水楊酸麝香黃葵梨,前調:香檸檬無花果月桂葉,中調:雪松香根草麝香,後調:干草煙草
Le Labo Rose 31 香水5ml$510新北市新店區找相似,https://shopee.tw/Le-Labo-Rose-31-香水5ml-i.2095041.6704770640?sp_atk=3d0a28c8-8b78-43c7-89b8-163ae0b5bc3f&xptdk=3d0a28c8-8b78-43c7-89b8-163ae0b5bc3f,Le Labo,,前調:玫瑰小茴香,中調:玫瑰香根草雪松,後調:麝香愈創木乳香勞丹脂沈香(烏木)
"-Ivy’s store💜-Le Labo 英國代購 香水 50/100mL$5,460 - $7,880臺中市北區找相似",https://shopee.tw/-Ivy’s-store💜-Le-Labo-英國代購-香水-50-100mL-i.15525988.3147388052?sp_atk=24558f72-0fda-4161-848c-aea8c6e2e7a1&xptdk=24558f72-0fda-4161-848c-aea8c6e2e7a1,Le Labo,"·香調:法國岩玫瑰,海狸香,靈貓香,麝香,香草,樺木,樹脂,肉桂,廣藿香,古爾然香脂,零陵香豆。","·前調:橙花,橘子,醛","·中調:茉莉,玫瑰","·後調:零陵香豆,麝香,香草"
8.2折Le labo 香水實驗室 香水 10ml 滴式 33檀木香 29紅茶 31玫瑰 22佛手柑 10東京 中性淡香水5 件 9.6折$280$230桃園市蘆竹區找相似,https://shopee.tw/Le-labo-香水實驗室-香水-10ml-滴式-33檀木香-29紅茶-31玫瑰-22佛手柑-10東京-中性淡香水-i.787613753.19614830142?sp_atk=76a271d5-3f6a-4bdb-9012-ff88be3c5092&xptdk=76a271d5-3f6a-4bdb-9012-ff88be3c5092,Le Labo,LeLaboVetiver46香根草香調:木質香調氣味:勞丹脂、香根草、胡椒、癒創木、雪松,前味:廣藿香,"中味:樺木,安息香",後味:香草
