title,link,search_term,note,top_note,heart_note,base_note
廣告Terre’D經典魅力香水 大地男士香水  中性香水 大地男性淡香水 大地香水 100ml滿額折$77$970已售出 44新竹市香山區找相似,https://shopee.tw/Terre’D經典魅力香水-大地男士香水-中性香水-大地男性淡香水-大地香水-100ml-i.28208543.18218359529?sp_atk=2d465976-fcee-4e40-bf1b-79f118ceafb1&xptdk=2d465976-fcee-4e40-bf1b-79f118ceafb1,Hermes,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精性別男女通用香水濃度EDT、淡香水質地噴霧商品數量26出貨地新竹市香山區商品詳情香調:木質清新調,前味:葡萄柚、橙,中味:天竺葵、玫瑰、廣藿香,後味:安息香、西洋杉、香根、甜椒
"5.8折HERMES 愛馬仕 橘采星光琥珀版女性淡香精 7.5ML 沾式 現貨 廠商直送9.3折$1,200$699已售出 3桃園市楊梅區找相似",https://shopee.tw/HERMES-愛馬仕-橘采星光琥珀版女性淡香精-7.5ML-沾式-現貨-廠商直送-i.116304162.14473237412?sp_atk=3eadacb2-1eca-47e1-9749-73615e4b60bc&xptdk=3eadacb2-1eca-47e1-9749-73615e4b60bc,Hermes,香調:東方清新調,前調:琥珀,中調:香草,後調:廣藿香
"Hermès愛馬仕 hermes香水 血色大黃 龍涎柑橘 金色橙花 粉紅葡萄柚 黑色香櫞 藍色水仙 雪白龍膽 橘綠之泉滿額折$150$2,500已售出 23新北市永和區找相似",https://shopee.tw/Hermès愛馬仕-hermes香水-血色大黃-龍涎柑橘-金色橙花-粉紅葡萄柚-黑色香櫞-藍色水仙-雪白龍膽-橘綠之泉-i.1068261.4510291035?sp_atk=202abb45-e593-4afc-ac39-966537f2bdbc&xptdk=202abb45-e593-4afc-ac39-966537f2bdbc,Hermes,香調:清新柑橘調,前調:檸檬橙佛手柑,中調:茉莉橙花番木瓜,後調:廣藿香薄荷橡樹
"Hermes 愛馬仕大地男性淡香水 100ml Vivo薇朵滿額折$20$2,699已售出 77臺北市大安區找相似",https://shopee.tw/Hermes-愛馬仕大地男性淡香水-100ml-Vivo薇朵-i.22056733.1004510169?sp_atk=c855db8e-2370-4439-8b2a-8f43fe153d95&xptdk=c855db8e-2370-4439-8b2a-8f43fe153d95,Hermes,,前味:葡萄柚、橙,中味:玫瑰、廣藿香、天竺葵,後味:香根、甜椒、安息香、西洋杉
"蝦皮優選發票價 HermesTerre D'Hermes 愛馬仕大地男性淡香水 50ML 100ML  馥郁香根草 香精$1,959 - $3,650已售出 490新北市新莊區找相似",https://shopee.tw/發票價-HermesTerre-D'Hermes-愛馬仕大地男性淡香水-50ML-100ML-馥郁香根草-香精-i.362777.11237165?sp_atk=e6ddbfef-b6ef-4409-8349-a0a9df2da2fc&xptdk=e6ddbfef-b6ef-4409-8349-a0a9df2da2fc,Hermes,大地馥郁香根草淡香精香調:木質調、辛辣調,前味:葡萄柚、佛手柑、檸檬,中味:天竺葵、四川花椒,後味:琥珀、廣藿香、香根草、乳香
廣告Hermes愛馬仕香水 花園系列 尼羅河花園 屋頂花園 李先生 地中海 瀉湖花園 噴霧玻璃瓶分裝香6 件 9.4折$60 - $180已售出 110找相似,https://shopee.tw/Hermes愛馬仕香水-花園系列-尼羅河花園-屋頂花園-李先生-地中海-瀉湖花園-噴霧玻璃瓶分裝香-i.13050886.16728250619?sp_atk=bec2f1af-3157-4f09-9426-e447788b7c70&xptdk=bec2f1af-3157-4f09-9426-e447788b7c70,Hermes,香調:木質花香調、海洋清新調,前味:木蘭花,中味:聖母百合、海桐花,後味:鹽角草、木質元素
廣告分香閣Hermes愛馬仕大地馥郁香根草男性淡香精 分享瓶分裝瓶小ml小香試管針管$55 - $195已售出 39花蓮縣花蓮市找相似,https://shopee.tw/分香閣Hermes愛馬仕大地馥郁香根草男性淡香精-分享瓶分裝瓶小ml小香試管針管-i.630102045.14323079379?sp_atk=89fd9228-9506-44db-b5ee-dae89c639c95&xptdk=89fd9228-9506-44db-b5ee-dae89c639c95,Hermes,,前味:葡萄柚、佛手柑、檸檬,中味:天竺葵、四川花椒,後味:琥珀、廣藿香、香根草、乳香
"Twilly Eau Ginger 淡香精 50ml 愛馬仕香水 愛馬仕 新款$1,690新北市樹林區找相似",https://shopee.tw/Twilly-Eau-Ginger-淡香精-50ml-愛馬仕香水-愛馬仕-新款-i.41945183.15943794080?sp_atk=87b6a941-b621-43cc-8d4c-9d1230ddeaa3&xptdk=87b6a941-b621-43cc-8d4c-9d1230ddeaa3,Hermes,香調:木質花香調、辛辣調,前味:牡丹,中味:生薑、糖漬薑,後味:雪松
💯正品 HERMES愛馬仕 大地男性淡香水 12.5ml 男香【髮拉麗香水美妝x現貨供應中】$650新北市新莊區找相似,https://shopee.tw/💯正品-HERMES愛馬仕-大地男性淡香水-12.5ml-男香【髮拉麗香水美妝x現貨供應中】-i.4019111.3755187033?sp_atk=b794727d-d654-4d19-bd6e-126b76b65460&xptdk=b794727d-d654-4d19-bd6e-126b76b65460,Hermes,,前味:葡萄柚、橙,中味:天竺葵、玫瑰、廣藿香,後味:安息香、西洋杉、香根、甜椒
"『山姆百貨』HERMES 愛馬仕 潟湖花園 中性淡香水 50ml 100ml TESTER有蓋$1,950 - $2,550已售出 5臺北市大同區找相似",https://shopee.tw/『山姆百貨』HERMES-愛馬仕-潟湖花園-中性淡香水-50ml-100ml-TESTER有蓋-i.861145.4570100709?sp_atk=f709bb0c-dd6c-44c6-a09d-8b09ab8342d3&xptdk=f709bb0c-dd6c-44c6-a09d-8b09ab8342d3,Hermes,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌HERMES愛馬仕性別男女通用香水濃度EDT、淡香水質地噴霧商品數量332出貨地臺北市大同區商品詳情前味:木蘭花,中味:聖母百合、海桐花,後味:鹽角草、木質元素
