title,link,search_term,note,top_note,heart_note,base_note
"2ml 5ml噴霧玻璃瓶分裝香 Maison Margiela馬丁馬吉拉淡香水 試香小香小樣 泡泡浴 航海日 慵懶週日3 件折 NT$5$70 - $150已售出 2,646新北市永和區找相似",https://shopee.tw/2ml-5ml噴霧玻璃瓶分裝香-Maison-Margiela馬丁馬吉拉淡香水-試香小香小樣-泡泡浴-航海日-慵懶週日-i.1068261.12724499635?sp_atk=24bc3030-21d8-40a8-8c28-befa03ad4e40&xptdk=24bc3030-21d8-40a8-8c28-befa03ad4e40,Maison Margiela,香調:木質花香調,前調:小豆蔻粉胡椒,中調:肉豆蔻胡蘿蔔籽,後調:雪松苔蘚
【💎現貨專櫃小樣】Maison Margiela REPLICA   MM香水 小樣   慵懶周日清晨/花卉市場$120已售出 15新竹市北區找相似,https://shopee.tw/【💎現貨專櫃小樣】Maison-Margiela-REPLICA-MM香水-小樣-慵懶周日清晨-花卉市場-i.2974894.10169407890?sp_atk=f3dd524f-3e50-43b2-bcb8-aca346a60c2f&xptdk=f3dd524f-3e50-43b2-bcb8-aca346a60c2f,Maison Margiela,✅慵懶早晨香調:,前調:醛香、梨、鈴蘭,中調:鳶尾、玫瑰、橙子花,後味:桃子、橡苔、雪松
"8.4折Maison Margiela 淡香水100ml  慵懶週日/爵士俱樂部/溫暖壁爐 現貨 廠商直送滿額折$220$4,290$3,599已售出 1桃園市楊梅區找相似",https://shopee.tw/Maison-Margiela-淡香水100ml-慵懶週日-爵士俱樂部-溫暖壁爐-現貨-廠商直送-i.116304162.20603209579?sp_atk=0633279e-1805-4843-809f-142c84c5cc12&xptdk=0633279e-1805-4843-809f-142c84c5cc12,Maison Margiela,,●前味:橙花花瓣、粉紅胡椒、丁香,●中味:杜松、栗子、癒創木,●後味:香草、秘魯香脂、克什米爾麝香
"Maison Margiela By The Fireplace 溫暖壁爐淡香水 30ml/100ml 小婷子美妝$2,140 - $3,899已售出 7臺北市松山區找相似",https://shopee.tw/Maison-Margiela-By-The-Fireplace-溫暖壁爐淡香水-30ml-100ml-小婷子美妝-i.5750041.3012961615?sp_atk=4c4aebc4-60dc-43c1-bfb8-d25e346430fa&xptdk=4c4aebc4-60dc-43c1-bfb8-d25e346430fa,Maison Margiela,香調:木質調,前味:粉紅胡椒、橙花、公丁香,中味:板栗、愈創木、杜松,後味:香草、秘魯香脂、克什米爾木
"【艾莉❤美妝小舖】Maison Margiela By the Fireplace 壁爐火光女性淡香水 100ml$3,090臺北市中正區找相似",https://shopee.tw/【艾莉❤美妝小舖】Maison-Margiela-By-the-Fireplace-壁爐火光女性淡香水-100ml-i.2298919.17156793335?sp_atk=ac3fa202-0d0a-4ac3-9be7-b3245dfdaca1&xptdk=ac3fa202-0d0a-4ac3-9be7-b3245dfdaca1,Maison Margiela,,前味:粉紅胡椒、橙花、丁香,中味:栗子、瓜亞木、杜松,後味:香草、秘魯香脂、克什米爾木
美國原裝 Maison Margiela MMM REPLICA Jazz Club 爵士俱樂部針管/ 試管 1.2mL$150已售出 23新北市五股區找相似,https://shopee.tw/美國原裝-Maison-Margiela-MMM-REPLICA-Jazz-Club-爵士俱樂部針管-試管-1.2mL-i.4386253.7482293502?sp_atk=4451fea5-e2fa-4d15-b8d5-90363e5263c6&xptdk=4451fea5-e2fa-4d15-b8d5-90363e5263c6,Maison Margiela,,前調:粉紅胡椒、檸檬、橙花油,中調:朗姆酒、快樂鼠尾草、香根草,後調:煙草、香草、安息香
Maison Margiela 慵懶週日早晨/花市/泡泡浴/檸檬樹下/圖書館私語1ml 2ml 5ml 玻璃分享噴瓶$80 - $285已售出 134彰化縣彰化市找相似,https://shopee.tw/Maison-Margiela-慵懶週日早晨-花市-泡泡浴-檸檬樹下-圖書館私語1ml-2ml-5ml-玻璃分享噴瓶-i.6358120.11432042977?sp_atk=13de9d1a-2c77-4f7c-a716-2a0812f0446f&xptdk=13de9d1a-2c77-4f7c-a716-2a0812f0446f,Maison Margiela,香調:木質調,前味:丁香、粉紅胡椒、橙花,中味:栗子、瓜亞木、杜松,後味:香草、秘魯香脂、Cashmeran
"Maison Margiela Under The Lemon Trees 檸檬樹下淡香水 30ml/100ml$3,899已售出 4臺北市松山區找相似",https://shopee.tw/Maison-Margiela-Under-The-Lemon-Trees-檸檬樹下淡香水-30ml-100ml-i.5750041.9823473230?sp_atk=41a6c204-84c4-4ceb-b400-d66f303e5874&xptdk=41a6c204-84c4-4ceb-b400-d66f303e5874,Maison Margiela,香調:清新調,前味:青檸、苦橙葉、小荳蔻,中味:芫荽、馬黛茶、茶葉,後味:雪松、玫瑰、麝香
蝦皮優選🤍樂購屋🤍 現貨【Maison Margiela】淡香水系列 秋天氣息 理髮廳 溫暖壁爐 1.2ml 附發票 身體香水$145已售出 3新北市中和區找相似,https://shopee.tw/🤍樂購屋🤍-現貨【Maison-Margiela】淡香水系列-秋天氣息-理髮廳-溫暖壁爐-1.2ml-附發票-身體香水-i.163807585.14346039737?sp_atk=3d3d8af8-9b8a-42d3-ae95-63ac7349f06e&xptdk=3d3d8af8-9b8a-42d3-ae95-63ac7349f06e,Maison Margiela,,前調:粉紅胡椒、橙花瓣、丁香油,中調:栗子香調、癒創木精油、杜松精油,後調:香草香調、秘魯香脂、克什米爾
"Maison Margiela｜香水 森林之魂/沙漠穿行/飛翔/邪惡之愛/月球漫步 中性淡香精 黑瓶 100ml$4,980已售出 1臺中市西區找相似",https://shopee.tw/Maison-Margiela｜香水-森林之魂-沙漠穿行-飛翔-邪惡之愛-月球漫步-中性淡香精-黑瓶-100ml-i.3078137.8434786357?sp_atk=6762a060-c4e6-4d6b-92c9-5d36a43da47e&xptdk=6762a060-c4e6-4d6b-92c9-5d36a43da47e,Maison Margiela,,前調:醛,中調:茉莉、雞蛋花、鳶尾花,後調:克什米爾木、龍涎香、麝香
